BSC,CELL,THRAV,THRVP,THRDV,RULES_APPLIED,MaxTi,MaxCong,MaxTch,VAMOS,ENM,DATA_OF
CBEC1,CC1OA6C,4,4,11,Default,0.37,0.0,29.02,PLANNED,NA,2025-12-10 14:54:56
CBEC1,CC1OA9A,3,3,10,Default,0.53,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEC1,CC1OA9B,4,4,11,Default,0.4,0.0,29.01,PLANNED,NA,2025-12-10 14:54:56
CBEC1,CC1OA9C,4,4,11,Default,0.18,0.0,29.29,PLANNED,NA,2025-12-10 14:54:56
CBEC1,CC1P68A,4,4,11,Default,0.15,0.0,29.59,PLANNED,NA,2025-12-10 14:54:56
CBEC1,CC1P68B,4,4,11,Default,0.16,0.0,29.26,PLANNED,NA,2025-12-10 14:54:56
CBEC1,CC1P68C,4,4,11,Default,0.14,0.0,29.54,PLANNED,NA,2025-12-10 14:54:56
CBEC1,CC1QA8A,5,5,15,Default,0.42,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2842B,5,5,15,Default,0.48,0.0,21.23,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2842C,3,3,10,Default,0.36,0.0,45.0,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2844A,3,3,10,Default,0.52,0.0,44.52,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2844B,3,3,10,Default,0.65,0.0,36.93,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2J71B,4,4,11,Default,0.48,0.0,29.03,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2J71C,4,4,11,Default,0.44,0.0,29.01,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2J94A,4,4,11,Default,0.25,0.0,29.42,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2J94B,4,4,11,Default,0.37,0.0,29.41,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2J94C,3,3,10,Default,0.35,0.0,37.06,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2J95A,4,4,11,Default,0.86,0.0,28.93,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3263C,2,2,10,Default,0.56,0.0,60.14,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3344A,2,2,10,Default,0.58,0.0,52.31,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3B53B,5,5,14,Default,0.15,0.0,21.8,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3B53C,4,4,11,Default,0.34,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3B71A,5,5,15,Default,0.57,0.0,20.02,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3B71B,2,2,10,Default,0.45,0.0,51.57,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3B71C,2,2,10,Default,0.45,0.0,60.07,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3B92A,8,8,22,Default,0.1,0.0,13.9,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3B92B,3,3,10,Default,0.61,0.0,42.65,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3B92C,4,4,11,Default,0.35,0.0,28.46,PLANNED,NA,2025-12-10 14:54:56
CBEC4,CB4B90C,3,3,10,Default,0.31,0.0,36.02,PLANNED,NA,2025-12-10 14:54:56
CBEC4,CB4B90G,4,4,11,Default,0.31,0.0,29.02,PLANNED,NA,2025-12-10 14:54:56
CBEC4,CB4D72A,3,3,10,Default,0.39,0.0,43.63,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRI4B,5,5,14,Default,0.08,0.0,21.66,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRI4C,8,8,22,Default,0.15,0.0,13.79,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRI6A,5,5,15,Default,0.28,0.0,20.12,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRI6B,5,5,15,Default,0.31,0.0,21.03,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRI6C,5,5,15,Default,0.24,0.0,20.27,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRI7A,5,5,15,Default,0.38,0.0,21.13,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRI7B,8,8,23,Default,0.3,0.0,13.26,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR79B,3,3,10,Default,0.27,0.0,44.43,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR79C,3,3,10,Default,0.23,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR80A,3,3,10,Default,0.27,0.0,44.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR80B,3,3,10,Default,0.28,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRB5B,5,5,15,Default,0.22,0.0,21.05,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRB5C,4,4,11,Default,0.13,0.0,29.66,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRB8A,8,8,23,Default,0.32,0.0,13.35,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRB8B,8,8,22,Default,0.17,0.0,13.93,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRB8C,8,8,23,Default,0.3,0.0,13.38,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRB9A,5,5,15,Default,0.18,0.0,21.39,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXRGN64C,5,5,15,Default,0.19,0.0,21.14,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXRGN69A,5,5,15,Default,0.15,0.0,21.11,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXRGN69B,5,5,15,Default,0.12,0.0,21.21,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXRGN69C,5,5,14,Default,0.1,0.0,22.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR55C,4,4,11,Default,0.27,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR57A,5,5,15,Default,0.17,0.0,21.16,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR57B,4,4,11,Default,0.14,0.0,29.18,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR57C,4,4,11,Default,0.23,0.0,29.01,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR58A,5,5,15,Default,0.28,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR58B,8,8,22,Default,0.19,0.0,13.8,PLANNED,NA,2025-12-10 14:54:56
DBE03,D03Z84B,8,8,24,Default,0.5,0.0,13.01,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04B14C,11,11,22,Ti: 1-1.1,1.01,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04B32A,5,5,15,Default,0.67,0.0,21.16,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04B32B,3,3,10,Default,0.6,0.0,35.9,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04B32C,10,10,20,Ti: 1-1.1,1.05,0.0,36.93,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04BCPA,8,8,23,Default,0.56,0.0,13.05,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04BCPB,5,5,15,Default,0.22,0.0,20.01,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04BCPC,6,6,16,Default,0.13,0.0,19.73,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04BK9A,5,5,15,Default,0.19,0.0,21.06,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04CNYC,4,4,11,Default,0.34,0.0,29.19,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04IE2C,8,8,24,Default,0.18,0.0,12.75,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04II9A,25,25,50,Ti: 1.1-1.3,1.25,0.0,27.59,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04II9B,5,5,15,Default,0.48,0.0,20.05,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04JU8B,8,8,24,Default,0.17,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04JU8C,15,15,30,Cong: >0-2,0.34,0.28,20.01,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04JU8G,9,9,26,Default,0.13,0.0,11.95,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04JV0A,4,4,11,Default,0.3,0.0,28.25,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04JV0B,5,5,15,Default,0.44,0.0,20.21,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04JV0C,4,4,12,Default,0.42,0.0,27.09,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04JV1A,4,4,11,Default,0.54,0.0,28.08,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ68B,5,5,14,Default,0.16,0.0,21.57,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ68C,8,8,22,Default,0.03,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ69A,8,8,22,Default,0.15,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ69B,8,8,22,Default,0.03,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ69C,8,8,22,Default,0.08,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ75A,5,5,15,Default,0.28,0.0,21.09,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ75B,5,5,15,Default,0.34,0.0,21.13,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ75C,5,5,15,Default,0.23,0.0,21.3,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGBYZ78A,4,4,11,Default,0.43,0.0,29.02,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA08C,4,4,11,Default,0.57,0.0,28.01,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0R19A,2,2,10,Default,0.52,0.0,66.73,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0R19B,3,3,10,Default,0.4,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0R19C,2,2,10,Default,0.4,0.0,53.18,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0R56A,2,2,10,Default,0.32,0.0,51.55,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0R56B,3,3,10,Default,0.4,0.0,43.86,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0ZN8B,4,4,11,Default,0.18,0.0,28.01,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0ZN8C,4,4,11,Default,0.4,0.0,27.45,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0ZQ8A,4,4,11,Default,0.09,0.0,29.93,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0ZQ8B,4,4,11,Default,0.4,0.0,28.8,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0ZQ8C,4,4,11,Default,0.13,0.0,29.4,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN65C,3,3,10,Default,0.26,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN71A,4,4,11,Default,0.21,0.0,29.07,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN71B,4,4,11,Default,0.13,0.0,29.42,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN71C,4,4,11,Default,0.29,0.0,28.85,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN72A,4,4,11,Default,0.37,0.0,28.87,PLANNED,NA,2025-12-10 14:54:56
CBEB0,FNDGN72B,3,3,10,Default,0.28,0.0,37.01,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1J78A,3,3,10,Default,0.38,0.0,35.51,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1J78B,3,3,10,Default,0.35,0.0,35.62,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1J78C,3,3,10,Default,0.26,0.0,36.02,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CB1K69A,5,5,15,Default,0.47,0.0,20.01,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK47B,3,3,10,Default,0.4,0.0,35.93,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK47C,4,4,11,Default,0.3,0.0,29.03,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK48A,3,3,10,Default,0.44,0.0,43.03,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK48B,4,4,11,Default,0.57,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTK48C,4,4,11,Default,0.58,0.0,28.37,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTKF3C,4,4,11,Default,0.44,0.0,29.27,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTKF4A,5,5,14,Default,0.19,0.0,21.5,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTKF4B,5,5,14,Default,0.18,0.0,21.72,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTKF4C,5,5,15,Default,0.55,0.0,21.03,PLANNED,NA,2025-12-10 14:54:56
CBEB1,CGFTKF8A,5,5,15,Default,0.2,0.0,21.35,PLANNED,NA,2025-12-10 14:54:56
CBEB2,CGRNG48B,3,3,10,Default,0.5,0.0,35.67,PLANNED,NA,2025-12-10 14:54:56
CBEB2,CGRNG48C,2,2,10,Default,0.29,0.0,59.77,PLANNED,NA,2025-12-10 14:54:56
CBEB2,CGRNG51A,2,2,10,Default,0.38,0.0,67.06,PLANNED,NA,2025-12-10 14:54:56
CBEB2,CGRNG51B,4,4,11,Default,0.35,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEB2,RMBRK02A,2,2,10,Default,0.61,0.0,66.6,PLANNED,NA,2025-12-10 14:54:56
CBEB2,RMBRK02B,2,2,10,Default,0.55,0.0,59.26,PLANNED,NA,2025-12-10 14:54:56
CBEB2,RMBRK02C,8,8,23,Default,0.24,0.0,13.5,PLANNED,NA,2025-12-10 14:54:56
CBEB2,RMBRK03A,8,8,22,Default,0.32,0.0,13.91,PLANNED,NA,2025-12-10 14:54:56
CBEB2,RMBRK03B,2,2,10,Default,0.39,0.0,52.62,PLANNED,NA,2025-12-10 14:54:56
CBEB2,RMBRK03C,2,2,10,Default,0.35,0.0,60.65,PLANNED,NA,2025-12-10 14:54:56
CBEB3,CGCDG24A,5,5,14,Default,0.13,0.0,22.0,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA29A,2,2,10,Default,0.82,0.0,59.09,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA29B,10,10,20,"Ti: 1-1.1, Cong: >0-2 (Cg)",1.02,0.26,35.58,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA29C,4,4,11,Default,0.45,0.0,28.07,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA31A,2,2,10,Default,0.52,0.0,51.8,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA31B,3,3,10,Default,0.48,0.0,44.0,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA31C,3,3,10,Default,0.33,0.0,36.02,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA32A,4,4,11,Default,0.57,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA32B,2,2,10,Default,0.44,0.0,51.47,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA32C,8,8,24,Default,0.17,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0SL9C,4,4,11,Default,0.13,0.0,29.47,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0ST3A,5,5,14,Default,0.16,0.0,21.87,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CB0ST3B,4,4,11,Default,0.25,0.0,29.03,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR28A,3,3,10,Default,0.48,0.0,36.87,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR28B,4,4,11,Default,0.39,0.0,29.01,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR28C,2,2,10,Default,0.39,0.0,60.5,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR35A,3,3,10,Default,0.35,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR35B,4,4,11,Default,0.69,0.0,29.11,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR35C,4,4,11,Default,0.28,0.0,29.29,PLANNED,NA,2025-12-10 14:54:56
CBEB0,CGMIR39A,4,4,11,Default,0.33,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87D37A,5,5,15,Default,0.28,0.0,21.03,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87KA1A,5,5,15,Default,0.5,0.0,20.0,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87KA1B,3,3,10,Default,0.35,0.0,35.97,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87KA1C,5,5,15,Default,0.72,0.0,20.0,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87KA1G,5,5,15,Default,0.7,0.0,20.1,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87KC6A,4,4,11,Default,0.52,0.0,28.68,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87KC6B,6,6,16,Default,0.42,0.0,19.95,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87KC6C,5,5,15,Default,0.27,0.0,20.14,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87KE0A,5,5,15,Default,0.32,0.0,20.11,PLANNED,NA,2025-12-10 14:54:56
DBE87,D87TH1B,5,5,15,Default,0.43,0.0,20.95,PLANNED,NA,2025-12-10 14:54:56
CBEC1,CC1QA8B,5,5,15,Default,0.37,0.0,21.11,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2029B,3,3,10,Default,0.44,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2029C,2,2,10,Default,0.43,0.0,60.36,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2032A,2,2,10,Default,0.89,0.0,52.02,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2032B,4,4,11,Default,0.48,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2032C,4,4,11,Default,0.84,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2033A,4,4,11,Default,0.4,0.0,29.07,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2033B,3,3,10,Default,0.61,0.0,36.8,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2033C,4,4,11,Default,0.37,0.0,29.06,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2809C,2,2,10,Default,0.38,0.0,51.07,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2J95B,25,25,50,Ti: 1.1-1.3,1.22,0.0,36.03,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2J95C,3,3,10,Default,0.5,0.0,44.87,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2S37A,3,3,10,Default,0.37,0.0,44.0,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2S37B,4,4,11,Default,0.4,0.0,29.06,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2S37C,3,3,10,Default,0.37,0.0,36.02,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2SA7A,8,8,24,Default,0.69,0.0,13.0,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2SA7B,8,8,23,Default,0.65,0.0,13.06,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2SA7C,5,5,15,Default,0.47,0.0,21.2,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2WH5A,3,3,10,Default,0.48,0.0,44.66,PLANNED,NA,2025-12-10 14:54:56
CBEC2,CC2WH5B,4,4,11,Default,0.47,0.0,29.01,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3D05L,8,8,22,Default,0.21,0.0,14.0,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3M60C,3,3,10,Default,0.61,0.0,36.93,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3M63L,4,4,11,Default,0.42,0.0,28.25,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3M63M,8,8,24,Default,0.49,0.0,12.59,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3M75A,5,5,14,Default,0.23,0.0,21.78,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3M75B,4,4,11,Default,0.37,0.0,28.09,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3M75C,4,4,11,Default,0.4,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3M81A,3,3,10,Default,0.44,0.0,35.89,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3M81B,4,4,11,Default,0.39,0.0,29.11,PLANNED,NA,2025-12-10 14:54:56
CBEC3,CC3M81C,8,8,22,Default,0.27,0.0,13.87,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRI7C,5,5,15,Default,0.28,0.0,21.07,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRI8A,4,4,11,Default,0.14,0.0,29.12,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXKMN35A,4,4,11,Default,0.39,0.0,29.02,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXKMN35B,5,5,15,Default,0.54,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXKMN35C,3,3,10,Default,0.48,0.0,35.44,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXKMN36A,8,8,23,Default,0.32,0.0,13.43,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXKMN36B,5,5,15,Default,0.22,0.0,21.26,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXKMN36C,5,5,14,Default,0.22,0.0,21.88,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXKMN37A,4,4,11,Default,0.2,0.0,29.03,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXKMN37B,4,4,11,Default,0.43,0.0,27.93,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRB9B,8,8,22,Default,0.16,0.0,13.77,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRB9C,5,5,15,Default,0.12,0.0,21.36,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDRC0A,8,8,22,Default,0.29,0.0,13.71,PLANNED,NA,2025-12-10 14:54:56
CBEA5,NOBGM03B,4,4,11,Default,0.29,0.0,29.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,NOBGM03C,3,3,10,Default,0.22,0.0,36.94,PLANNED,NA,2025-12-10 14:54:56
CBEA5,NOBGM19A,4,4,11,Default,0.25,0.0,29.02,PLANNED,NA,2025-12-10 14:54:56
CBEA5,NOBGM19B,3,3,10,Default,0.27,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,NOBGM19C,3,3,10,Default,0.23,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,NOBGM24A,5,5,15,Default,0.31,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,NOBGM24B,3,3,10,Default,0.2,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR58C,5,5,15,Default,0.13,0.0,21.1,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR59A,3,3,10,Default,0.25,0.0,37.0,PLANNED,NA,2025-12-10 14:54:56
CBEA5,LXSDR59B,5,5,15,Default,0.22,0.0,21.02,PLANNED,NA,2025-12-10 14:54:56
DBE05,D05LJ6C,8,8,22,Default,0.21,0.0,13.69,PLANNED,NA,2025-12-10 14:54:56
DBE05,D05LJ9A,5,5,15,Default,0.53,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
DBE05,D05LJ9B,5,5,15,Default,0.44,0.0,21.07,PLANNED,NA,2025-12-10 14:54:56
DBE05,D05LJ9C,5,5,15,Default,0.44,0.0,21.0,PLANNED,NA,2025-12-10 14:54:56
DBE05,D05LK0A,8,8,22,Default,0.31,0.0,13.79,PLANNED,NA,2025-12-10 14:54:56
DBE05,D05LK0B,8,8,22,Default,0.24,0.0,13.9,PLANNED,NA,2025-12-10 14:54:56
DBE05,D05LK0C,5,5,14,Default,0.22,0.0,21.69,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04COAA,5,5,15,Default,0.4,0.0,20.14,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04COAB,5,5,15,Default,0.66,0.0,21.11,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04COAC,5,5,14,Default,0.41,0.0,21.56,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04COEA,4,4,12,Default,0.8,0.0,27.12,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04COEB,5,5,15,Default,0.51,0.0,21.03,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04COEC,5,5,15,Default,0.46,0.0,21.09,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04CPAA,8,8,22,Default,0.08,0.0,13.98,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04DIDC,8,8,23,Default,0.34,0.0,13.11,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04DIXA,10,10,20,Ti: 1-1.1,1.08,0.0,35.19,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04DIXB,11,11,22,Ti: 1-1.1,1.03,0.0,27.95,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04DIXC,5,5,15,Default,0.53,0.0,21.14,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04JV1B,4,4,10,Default,0.51,0.0,32.15,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04P97A,4,4,11,Default,0.35,0.0,28.01,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04P97B,4,4,11,Default,0.36,0.0,28.0,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04P97C,4,4,11,Default,0.25,0.0,28.04,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04Q06A,4,4,11,Default,0.26,0.0,28.06,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04Q06B,15,15,30,Cong: >0-2,0.69,0.29,20.14,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04Q06C,4,4,11,Default,0.42,0.0,27.33,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04Q14A,11,11,22,Ti: 1-1.1,1.07,0.0,28.09,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04Q14B,40,40,80,Ti: 1.3-1.5,1.35,0.0,43.2,PLANNED,NA,2025-12-10 14:54:56
DBE04,D04VX6C,8,8,22,Default,0.43,0.0,13.9,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA09A,2,2,10,Default,0.62,0.0,66.82,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA09B,3,3,10,Default,0.32,0.0,44.01,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA09C,2,2,10,Default,0.48,0.0,51.69,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA10A,2,2,10,Default,0.4,0.0,52.0,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA10B,4,4,11,Default,0.32,0.0,28.25,PLANNED,NA,2025-12-10 14:54:56
CBEA9,NOHTA10C,3,3,10,Default,0.33,0.0,44.0,PLANNED,NA,2025-12-10 14:54:56
