LINK_ID,LINK_CODE,COST_CODE,VENDOR,CONTRACT,LINK_TYPE,BUCKET,LINK_CAPACITY,UNIT_COST_PER_MBPS_MONTHLY,PO_STATUS,SITECODE,OLD_SITECODE,SITE_NAME,PHASE,ORIGIN,HO_SITECODE,HO_SITE_NAME,REGION,INTERNAL_REMARKS,CEP_EXECUTION_DATE,POP_STATUS,LOCK_IN_CEP_POP_REMARKS,EXPIRE_DATE,TERMINATION_DATE,TERMINATION_STATUS,CLUSTER_NAME_CEP,PAT_DATE,PAT_STATUS,LAST_INVOICE,LOCK_IN_STATUS,FIBER_MASTER_PLAN,EFFECTIVE_START_TIME,EFFECTIVE_END_TIME,IS_CURRENT,USER
100570,FHL09935,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHMDPE4,CMSDR_19,Chandrima Model Town,Redsea phase-2,Robi,GPSDRO5,Dhaka3,Dhaka Metro, ,,, , ,1/1/1970,, ,11/5/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100571,FHL09939,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHJTB87,,Hazi Badsha Mia Rd,Redsea phase-2,Robi,NGRPG01,Vulta,Dhaka South, ,,, , ,1/1/1970,, ,11/1/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100572,FHL09940,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHKFRF7,,"North Ibrahimpur, Mirpur 14_Macro",New Rollout_2024,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, , ,1/1/1970,, ,1/10/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100573,FHL09941,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHPLBL8,NOA67,Nazir Matabbar Rd,New Rollout_2024,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, , ,1/1/1970,, ,2/28/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100574,FHL09942,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHMRPG0,NOBGM_17,"Senpara porbota, Mirpur",New Rollout_2024,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, , ,1/1/1970,, ,1/17/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100575,FHL09943,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHKFRE3,Noakhali-59,"East Kazipara, 6 Number Road",New Rollout_2024,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, , ,1/1/1970,, ,1/29/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100576,FHL09944,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHBDDQ4,,"Gudara Ghat, Kacha bazar,Middle Badda",Redsea phase-2,Robi,GPSDR34,Pubail land 75m,Dhaka Metro, ,,, , ,1/1/1970,, ,9/27/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100577,FHL09945,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHBDDL4,,Road 07_Badda,Redsea phase-2,Robi,NGRPG01,Vulta,Dhaka Metro, ,,, , ,1/1/1970,, ,7/17/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100578,FHL09947,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHKFRD7,ClusterOptz_147,"Ward No-04 ,Kafrul Thana_1",New Rollout_2024,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, , ,1/1/1970,, ,1/9/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100579,FHL09950,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHJTB89,Dhaka_New_005,Abu Bokor Siddik Jame Mosjid,Redsea phase-2,Robi,NGRPG01,Vulta,Dhaka South, ,,, , ,1/1/1970,, ,7/26/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100580,FHL09952,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHKFRB5,MSP9000_217,Senpara parbata road,,,GPSDRO5,Dhaka3,Dhaka West, ,,, , ,1/1/1970,, ,11/16/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100581,FHL09955,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,NGSDRY0,ClusterOptz_116,Darul Uloom Madani Nagar Madrasah ,New Rollout_2024,Robi,NGRPG01,Vulta,Dhaka South, ,,, , ,1/1/1970,, ,1/9/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100582,FHL09956,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHGND39,DHPTN54,"Dinanath Sen Road_BL 
",Redsea phase-2,Robi,NGRPG01,Vulta,Dhaka South, ,,, , ,1/1/1970,, ,11/5/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100583,FHL09957,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHAPT55,,Udayan School Rd,New Rollout_2024,Robi,NGRPG01,Vulta,Dhaka North, ,,, , ,1/1/1970,, ,1/18/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100584,FHL09958,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHJTB90,,"Kajit Gaon Chandni Math, Matuail Jatrabari",Red Sea Phase 2,Robi,NGRPG01,Vulta,Dhaka South, ,,, , ,1/1/1970,, ,12/31/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100585,FHL09959,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHJTB88,DHKMetro-77,Khwaja Hasmat Ullah Rd,Redsea phase-2,Robi,NGRPG01,Vulta,Dhaka South, ,,, , ,1/1/1970,, ,7/20/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100586,FHL09960,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHBDDO1,DHSBG87,"Jhumar Bari, Satarkul Rd_2_BL ""
",New Rollout_2024,Robi,GPSDR34,Pubail land 75m,Dhaka Metro, ,,, , ,1/1/1970,, ,4/1/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100587,FHL09961,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHUTK39,CCD_N699,"Fazirbaten, Uttarkhan",Redsea phase-2,Robi,NGRPG01,Vulta,Dhaka North, ,,, , ,1/1/1970,, ,11/4/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100588,FHL09962,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHCKB69,CCD_N700,KB Rudra road,Redsea phase-2,Robi,NGRPG01,Vulta,Dhaka South, ,,, , ,1/1/1970,, ,11/10/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100589,FHL09963,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHLLBA9,DHSBG82,"Asrafabad, kamranggirchar_BL",New Rollout_2024,Robi,NGRPG01,Vulta,Dhaka Metro, ,,, , ,1/1/1970,, ,3/29/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100590,FHL09971,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHTRG65,DHCNTF0,RUAP_02,New Rollout_2024,Robi,GPSDRO5,Dhaka3,Dhaka North, ,,, , ,1/1/1970,, ,1/18/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100591,FHL09980,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHGUL9P,GPSDRAL,GPSDRAL,Redsea phase-2,Robi,GPSDR34,Pubail land 75m,, ,,, , ,1/1/1970,, ,11/10/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100592,FHL09983,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHBNS81,GPSDRAA,GPSDRAA,Redsea phase-2,Robi,GPSDR34,Pubail land 75m,, ,,, , ,1/1/1970,, ,11/10/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100593,FHL10017,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,150,75,Yes,DHKFR26,,Senpara 3,Operational_2023_30,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, ,4/5/2019,1/1/1970,, ,7/6/2023,Completed,1-May,Locked,Ring,5/25/2025,1/1/1970,1,abc
100594,FHL10018,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,RSBLA39,,"Laxmipur, Rajshahi_Reloc",Operational_2023_30,Robi,NTSDR02,Uttara Ganobhaban land,Rajshahi, ,,, , ,1/1/1970,, ,7/27/2023,Completed,1-May,Locked,Spur,5/25/2025,1/1/1970,1,abc
100595,FHL10019,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,150,75,Yes,DHMRPD8,,"Friends Rd, Pirerbagh (part-1)",Operational_2023_30,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, , ,1/1/1970,, ,7/4/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100596,FHL10030,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHPTN76,,Baitul Mukarram Market_IBS,IBS_2024,Robi,GPSDR34,Pubail land 75m,DHAKA METRO, ,,, , ,1/1/1970,, ,3/11/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100597,FHL10081,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,100,75,Yes,DHGUL0M,,The City Bank HQ_IBS,IBS_2023,,GPSDR34,Pubail land 75m,DHAKA METRO, ,,, , ,1/1/1970,, ,8/1/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100598,FHL10082,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,100,86,Yes,CXCKRC9,,Rupali Super Market_Chiringa Sadar_IBS,IBS_2023,,CGDMG29,Akhteruzzaman,Chittagong South, ,,, , ,1/1/1970,, ,8/3/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100599,FHL10083,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,100,75,Yes,DHGUL0P,,Aakash Tower_IBS,IBS_2023,,GPSDR34,Pubail land 75m,DHAKA METRO, ,,, , ,1/1/1970,, ,11/30/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100600,FHL10084,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,300,75,Yes,DHRMN78,,Holy Family_Reloc,Relocation_Operational,,GPSDR34,Pubail land 75m,Dhaka Metro, ,,, , ,1/1/1970,, ,7/29/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100601,FHL10085,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,300,75,Yes,DHKHLG7,,South Banasri 3_Reloc,Relocation_Operational,,GPSDR34,Pubail land 75m,Dhaka Metro, ,,, , ,1/1/1970,, ,10/3/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100602,FHL10104,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,100,75,Yes,CGPRTB6,,Z&Z Intimates Limited_IBS,IBS_2023,,CGCDG41,Bahaddarhat,Chittagong Metro, ,,, , ,1/1/1970,, ,8/28/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100603,FHL10105,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,100,75,Yes,CGCDGC4,,Sonnet Textile Industries Ltd_IBS,IBS_2023,,CGCDG41,Bahaddarhat,, ,,, , ,1/1/1970,, ,11/28/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100604,FHL10106,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,230,86,Yes,DHKFR18,,West_Bhashantek,Operational_2023_30,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, ,3/31/2019,1/1/1970,, ,8/15/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100605,FHL10107,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,150,86,Yes,DHMRP35,,Mirpur2 Block D,Operational_2023_30,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, ,3/31/2019,1/1/1970,, ,8/22/2023,Completed,1-May,Locked,Spur,5/25/2025,1/1/1970,1,abc
100606,FHL10109,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,150,86,Yes,CGKTLA1,,Golam Rasul_IBS,Operational_2023,Wave-21,CGDMG29,Akhteruzzaman,Chittagong Metro, ,,, , ,1/1/1970,, ,12/26/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100607,FHL10111,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,280,86,Yes,CXCKR13,,Isachari 42m Land,Operational_2023_30,Robi,CGDMG29,Akhteruzzaman,Chittagong South, ,,, , ,1/1/1970,, ,9/10/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100608,FHL10118,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,2000,75,Yes,Shanta Tower,,Shanta Tower,Single Lease,Robi,DHGUL58,Uday Tower,, ,,, , ,1/1/1970,, ,10/23/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100609,FHL10125,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHKFR90,,CRP_Mirpur_outdoor_Reloc,Single Lease/DWDM relocation ,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, , ,1/1/1970,, ,9/10/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100610,FHL10126,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,150,75,Yes,DHUTT64,,Uttara_Dewanpara,Operational_2023_16,Robi,GPSDR34,Pubail land 75m,Dhaka North, ,,, , ,1/1/1970,, ,9/21/2023,Completed,1-May,Locked,Spur,5/25/2025,1/1/1970,1,abc
100611,FHL10127,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,150,75,Yes,DHKFR71,,Shamim Shoroni,Operational_2023_16,Robi,GPSDRO5,Dhaka3,Dhaka West, ,,, , ,1/1/1970,, ,9/21/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100612,FHL10128,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,180,75,Yes,DHKTL01,,Bangsal,Operational_2023_16,Robi,GPSDR34,Pubail land 75m,Dhaka Metro, ,,, ,7/15/2020,1/1/1970,, ,10/30/2023,Completed,1-May,Locked,Spur,5/25/2025,1/1/1970,1,abc
100613,FHL10129,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,150,75,Yes,DHKFR06,,Amlitek,,,GPSDR34,Pubail land 75m,Dhaka Metro, ,,, ,3/31/2019,1/1/1970,, ,11/20/2023,Completed,1-May,Locked,Spur,5/25/2025,1/1/1970,1,abc
100614,FHL10215,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,1000,75,Yes,CXUKH40,,Balukhali Refugee Camp_COW,Operational_2023_16_RFQ_Extra RFQ site,Robi,CGDMG29,Akhteruzzaman,Chittagong South, ,,, , ,1/1/1970,, ,10/9/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100615,FHL10249,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,120,86,Yes,DHSBGB2,,Bangladesh Railway Bhaban_IBS,,,NGRPG01,Vulta,Dhaka Metro, ,,, , ,1/1/1970,, ,11/30/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100616,FHL10274,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,150,75,Yes,DHSVR54,,DCS_Dekko Design Plus_IBS,,,GPSDR34,Pubail land 75m,Dhaka West, ,,, , ,1/1/1970,, ,11/27/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100617,FHL10275,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,150,75,Yes,DHKHL37,,Jhilpar 3,,,GPSDR34,Pubail land 75m,Dhaka Metro, ,,, , ,1/1/1970,, ,11/27/2023,Completed,1-May,Locked,Spur,5/25/2025,1/1/1970,1,abc
100618,FHL10276,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHJTB04,,Demra,Operational 2023,Robi,NGRPG01,Vulta,Dhaka South, ,,, ,3/31/2019,1/1/1970,, ,12/26/2023,Completed,1-May,Locked,Spur,5/25/2025,1/1/1970,1,abc
100619,FHL10337,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,150,75,Yes,DHSBGC4,,Dhaka Medical College_IBS,,,GPSDR34,Pubail land 75m,DHAKA METRO, ,,, , ,1/1/1970,, ,12/7/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100620,FHL10493,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,200,75,Yes,DHLLBC5,,Dolfin hospital,Red Sea Phase 2,Robi,NGRPG01,Vulta,Dhaka Metro, ,,, , ,1/1/1970,, ,12/28/2023,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100621,FHL10494,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,150,75,Yes,NGSDR5G,,Fakir Apparels Ltd_IBS,IBS_2024,Wave-21,NGRPG01,Vulta,, ,,, , ,1/1/1970,, ,11/11/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100622,FHL10538,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,100,75,Yes,CGKTL9D,,BM Super Market_CTG_IBS,IBS_2024,Robi,CGDMG29,Akhteruzzaman,Chittagong Metro, ,,, , ,1/1/1970,, ,1/31/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100623,FHL10541,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,100,86,Yes,DHBDDM6,,Walton Sister Concern_JCX Business Tower_IBS,IBS_2024,Robi,NGRPG01,Vulta,DHAKA METRO, ,,, , ,1/1/1970,, ,2/12/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100624,FHL10590,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,151,86,Yes,DHGULE9,,Arirang House,Operational_2024,Robi,GPSDR34,Pubail land 75m,Dhaka Metro, ,,, , ,1/1/1970,, ,6/9/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100625,FHL10591,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,151,86,Yes,DHJTB39,,Kazla2,Operational_2024,Robi,NGRPG01,Bahaddarhat,Dhaka South, ,,, , ,1/1/1970,, ,6/9/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100626,FHL10592,FHL*Robi-LP-001358-5*LM*2,FHL,Robi-LP-001358-5,LM,2,210,86,Yes,DHGUL65,,Gulshan Rd 114,Operational_2024,Robi,GPSDR34,Bogra Backbone 75m,Dhaka Metro, ,,, , ,1/1/1970,, ,6/23/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100627,FHL10593,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,580,75,Yes,CXUKH39,,Kutupalong Refugee Camp_Temp_2,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,,, , ,1/1/1970,, ,3/31/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100628,FHL10594,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CGFTK04,,Maijbhandar_reloc,MIMO Project_2024,Robi,CGCDG41,Bahaddarhat,Chittagong North, ,,, , ,1/1/1970,, ,3/31/2024,Completed,1-May,Locked,Spur,5/25/2025,1/1/1970,1,abc
100629,FHL10595,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,FNDGN19,,RB plaza,MIMO Project_2024,Robi,CMSDR01,Lemua,Noakhali, ,,, , ,1/1/1970,, ,10/16/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100630,FHL10596,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CXUKH86,,Kutupalong Refugee Camp 3,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,,, , ,1/1/1970,, ,4/25/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100631,FHL10597,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CMMDN01,,Companiganj,MIMO Project_2024,Robi,CMSDR01,Alekharchar,Comilla, ,,, , ,1/1/1970,, ,4/4/2024,Completed,1-May,NA,Spur,5/25/2025,1/1/1970,1,abc
100632,FHL10598,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CXUKH21,,Thainkhali Bazar,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,,, , ,1/1/1970,, ,4/25/2024,Completed,1-May,Locked,Ring,5/25/2025,1/1/1970,1,abc
100633,FHL10599,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,NOSNM01,,Sonaimuri,MIMO Project_2024,Robi,NOBGM07,Noakhali BSC,Noakhali, ,,, , ,1/1/1970,, ,4/25/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100634,FHL10600,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,530,75,Yes,CXUKH04,,Palongkhali_55m,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,,, , ,1/1/1970,, ,4/25/2024,Completed,1-May,Locked,Ring,5/25/2025,1/1/1970,1,abc
100635,FHL10601,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,430,75,Yes,CXUKH20,,Kutupalong2,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,,, , ,1/1/1970,, ,4/25/2024,Completed,1-May,NA,Ring,5/25/2025,1/1/1970,1,abc
100636,FHL10602,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CMSDD40,,Asrafpur2,MIMO Project_2024,Robi,CMSDR01,Alekharchar,Comilla, ,,, , ,1/1/1970,, ,3/31/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100637,FHL10603,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CGLHG52,,"Akbar Tower, Lohagara",MIMO Project_2024,Robi,CGDMG29,Akhteruzzaman,Chittagong Outer, MIMO No traffic push yet,,, , ,1/1/1970,, ,10/16/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100638,FHL10604,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CGPTG81,,"Muslimabad, Ward- 40",MIMO Project_2024,Robi,CGDMG29,Akhteruzzaman,Chittagong Metro, ,,, , ,1/1/1970,, ,3/31/2024,Completed,1-May,NA,Spur,5/25/2025,1/1/1970,1,abc
100639,FHL10605,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CGPTG41,,Neval Academy,MIMO Project_2024,Robi,CGCDG41,Bahaddarhat,Chittagong Metro, ,,, , ,1/1/1970,, ,4/4/2024,Completed,1-May,NA,Spur,5/25/2025,1/1/1970,1,abc
100640,FHL10606,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,500,75,Yes,CXUKH38,,Kutupalong Refugee Camp_mosque_Temp_1,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,,, , ,1/1/1970,, ,3/31/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100641,FHL10607,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CMDKN03,,Eliotganj,MIMO Project_2024,Robi,CMSDR01,Alekharchar,Comilla, MIMO No traffic push yet,,, , ,1/1/1970,, ,11/3/2024,Completed,1-May,NA,NA,5/25/2025,1/1/1970,1,abc
100642,FHL10608,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CXRMU14,,Ramu_GP,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,,, , ,1/1/1970,, ,Not on aired yet,Completed,1-May,Not on aired yet,Spur,5/25/2025,1/1/1970,1,abc
100643,FHL10609,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CMDKN04,,Gauripur_Bazar,MIMO Project_2024,Robi,CMSDR01,Alekharchar,Comilla, ,,, , ,1/1/1970,, ,5/26/2024,Completed,1-May,NA,Ring,5/25/2025,1/1/1970,1,abc
100644,FHL10610,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CXTKN26,,Leda Bazar2,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,,, , ,1/1/1970,, ,3/28/2024,Completed,1-May,Locked,Ring,5/25/2025,1/1/1970,1,abc
100645,FHL10611,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CXUKH42,,Kutupalong Refugee Camp_Temp_4,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,,, , ,1/1/1970,, ,4/2/2024,Completed,1-May,Locked,NA,5/25/2025,1/1/1970,1,abc
100646,FHL10612,FHL*Robi-LP-001358-5*LM*1,FHL,Robi-LP-001358-5,LM,1,400,75,Yes,CXTKN22,,Jadimura Bazar,MIMO Project_2024,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,3/17/2025,Lock in, , ,1/1/1970,, ,3/28/2024,Completed,1-May,Locked,Ring,5/25/2025,1/1/1970,1,abc
