LINK_ID,LINK_CODE,COST_CODE,VENDOR,CONTRACT,LINK_TYPE,BUCKET,LINK_CAPACITY,UNIT_COST_PER_MBPS_MONTHLY,PO_STATUS,SITECODE,OLD_SITECODE,SITE_NAME,PHASE,ORIGIN,HO_SITECODE,HO_SITE_NAME,REGION,INTERNAL_REMARKS,CEP_EXECUTION_DATE,POP_STATUS,LOCK_IN_CEP_POP_REMARKS,EXPIRE_DATE,TERMINATION_DATE,TERMINATION_STATUS,CLUSTER_NAME_CEP,PAT_DATE,PAT_STATUS,LAST_INVOICE,LOCK_IN_STATUS,FIBER_MASTER_PLAN,EFFECTIVE_START_TIME,EFFECTIVE_END_TIME,IS_CURRENT,USER
100000,FHL01353,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1500,209.57,Yes,BBSDR01,NA,Army Para,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong Outer,NA,1/1/1970,NA,NA,10/1/2024,1/1/1970,NA,NA,11/4/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100001,FHL01354,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1600,209.57,Yes,BGMRL06,,Kalikabari 32m Land,2200 NodeB,Robi,KHSDR04,Shilpa Bank,Khulna, ,1/1/1970,NA, ,1/0/1900,1/1/1970,, ,4/30/2017,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100002,FHL01359,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,2200,209.57,Yes,BMNBG13,,Borail Bazar 25m,2200 NodeB,Robi,GPSDRO5,Dhaka3,Sylhet South, ,1/1/1970,NA, , ,1/1/1970,, ,4/17/2017,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100003,FHL01363,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,900,209.57,Yes,BOKHL04,,Depuil 55m Land,2200 NodeB,Robi,BOSJP03,Majhira,Bogra, ,1/1/1970,NA, , ,1/1/1970,, ,5/24/2017,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100004,FHL01364,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,350,209.57,Yes,BOSDR01,,ABPlaza,Phase#4C,Robi,BOSJP02,Bogra Backbone 75m,Bogra, ,1/1/1970,NA, ,10/1/2024,1/1/1970,, ,3/21/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100005,FHL01366,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,200,209.57,Yes,BOSDR09,,Naruli,Photonic New lease,Robi,BOSJP02,Bogra Backbone 75m,Bogra, ,1/1/1970,NA, ,10/1/2024,1/1/1970,, ,1/9/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100006,FHL01369,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,350,209.57,Yes,BOSDR45,BO6557,Rahmannagor,Photonic New lease,Robi,BOSJP02,Bogra Backbone 75m,Bogra, ,1/1/1970,NA, , ,1/1/1970,, ,2/24/2018,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100007,FHL01370,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,515,209.57,Yes,BOSDR46,BO6546,Kanuchgari,Photonic New lease,Robi,BOSJP02,Bogra Backbone 75m,Bogra, ,1/1/1970,NA, , ,1/1/1970,, ,1/9/2018,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100008,FHL01371,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1060,209.57,Yes,BOSDR52,BO6509,Akashtara,Photonic New lease,Robi,BOSJP02,Bogra Backbone 75m,Bogra, ,1/1/1970,NA, ,10/1/2024,1/1/1970,, ,2/24/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100009,FHL01372,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,500,209.57,Yes,BOSDR68,BO6510,MCBO6510,Photonic New lease,Robi,BOSJP02,Bogra Backbone 75m,Bogra, ,1/1/1970,NA, , ,1/1/1970,, ,7/23/2018,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100010,FHL01374,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,300,209.57,Yes,BOSJP06,,Kaigari,Photonic New lease,Robi,BOSJP02,Bogra Backbone 75m,Bogra, ,1/1/1970,NA, , ,1/1/1970,, ,1/9/2018,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100011,FHL01377,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,2600,209.57,Yes,CGANW08,,Minnat_Ali_hat_Land_55m,Phase#4B,Robi,CGDMG29,Akhteruzzaman,Chittagong Outer, ,1/1/1970,NA, ,6/1/2021,1/1/1970,, ,10/1/2016,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100012,FHL01384,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,710,209.57,Yes,CGCND30,,Younus Market_Relocation,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong Outer, ,1/1/1970,NA, , ,1/1/1970,, ,1/22/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100013,FHL01391,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,150,209.57,Yes,CGDMGB4,CT3312,"Beparipara, South Agrabad",Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong Metro, ,1/1/1970,NA, ,9/1/2024,1/1/1970,, ,7/10/2019,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100014,FHL01393,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1810,209.57,Yes,CGFTK21,,Azimpur Land,Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong North, ,1/1/1970,NA, ,3/7/2024,1/1/1970,,CG North,1/21/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100015,FHL01396,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,530,209.57,Yes,CGFTKG3,CGFTKG3/CGFTK36/CGFTKG4,Chikonchara_Reloc,Photonic ultra NL,Robi,CGCDG41,Bahaddarhat,Chittagong North, ,1/1/1970,NA, ,3/7/2024,1/1/1970,,CG North,6/11/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100016,FHL01408,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,2000,209.57,Yes,CGHTZ33,,Shikarpur,Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong North, ,1/1/1970,NA, ,3/7/2024,1/1/1970,,CG North,12/31/2017,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100017,FHL01413,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,660,209.57,Yes,CGHTZ79,CT3396,Fatehpur_Hathazari,Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong North, ,1/1/1970,NA, ,3/7/2024,1/1/1970,,CG North,12/30/2017,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100018,FHL01414,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,300,209.57,Yes,CGHTZ81,CGHTZ57,CT3398,AT/photonic scope,Airtel,CGDMG29,Akhteruzzaman,Chittagong North, ,1/1/1970,NA, , ,1/1/1970,, ,12/1/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100019,FHL01415,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,400,209.57,Yes,CGKTL03,,Nalapara,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong Metro, ,1/1/1970,NA, ,9/1/2024,1/1/1970,, ,1/14/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100020,FHL01417,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1700,209.57,Yes,CGLHG27,,Sukhchari,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong Outer, ,1/1/1970,NA, , ,1/1/1970,, ,1/23/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100021,FHL01421,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1030,209.57,Yes,CGMIR26,,Shekhertaluk 25m Land,Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong Metro, ,1/1/1970,NA, ,10/14/2024,1/1/1970,, ,1/23/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100022,FHL01423,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,925,209.57,Yes,CGMIR42,,Nahar Agro,Photonic New lease,Robi,FNSDR01,Lemua,Chittagong Metro, ,1/1/1970,NA, ,10/14/2024,1/1/1970,, ,1/3/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100023,FHL01425,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1670,209.57,Yes,CGMIR48,,Kheyarhat,Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong Metro, ,1/1/1970,NA, , ,1/1/1970,, ,1/23/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100024,FHL01432,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,560,209.57,Yes,CGPRT50,CT3438,CT3438,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong Metro, ,1/1/1970,NA, ,9/1/2024,1/1/1970,, ,1/10/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100025,FHL01436,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1000,209.57,Yes,CGPTL04,,Kattoli,Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong Metro, ,1/1/1970,NA, ,9/1/2024,1/1/1970,, ,1/23/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100026,FHL01444,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1260,209.57,Yes,CGSKD57,,Sitakundu_Reloc,Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong Metro, ,1/1/1970,NA, ,9/14/2024,1/1/1970,, ,1/17/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100027,FHL01445,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,570,209.57,Yes,CGSKD62,CT3689,Uttar Mahmudabad_Barabkunda,Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong Metro, ,1/1/1970,NA, ,9/14/2024,1/1/1970,, ,1/23/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100028,FHL01446,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,300,209.57,Yes,CGSKD65,CGSKD23,CT3446,Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong North, ,1/1/1970,NA, ,9/14/2024,1/1/1970,, ,1/24/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100029,FHL01448,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,425,209.57,Yes,CGSKDE3,CGSKD70,"Uttar Salimpur, Fouzdarhat_Reloc",Photonic New lease,Robi,CGCDG41,Bahaddarhat,Chittagong Metro, ,1/1/1970,NA, ,9/1/2024,1/1/1970,, ,1/23/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100030,FHL01450,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1050,209.57,Yes,CGSKN05,,Rasullabad,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong Outer, ,1/1/1970,NA, ,10/31/2020,1/1/1970,, ,1/17/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100031,FHL01454,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1990,209.57,Yes,CGSKN22,,Haludia,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong Outer, ,1/1/1970,NA, ,9/1/2024,1/1/1970,, ,5/23/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100032,FHL01465,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,670,209.57,Yes,CMBRR41,,Barura2,Photonic New lease,Robi,CMSDR01,Alekharchar,Comilla, ,1/1/1970,NA, ,9/1/2024,1/1/1970,, ,12/28/2017,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100033,FHL01470,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,680,209.57,Yes,CMCDG54,,Amanganda,Photonic New lease,Robi,CMSDR01,Alekharchar,Noakhali, ,1/1/1970,NA, ,10/14/2024,1/1/1970,, ,12/31/2017,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100034,FHL01484,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1700,209.57,Yes,CMSDD01,,Chuara_Bazar,Photonic New lease,Robi,CMSDR01,Alekharchar,Comilla, ,1/1/1970,NA, ,9/1/2024,1/1/1970,, ,3/1/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100035,FHL01510,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,800,209.57,Yes,CPSDR20,,Paikdi,Photonic New lease,Robi,CMSDR01,Alekharchar,Chandpur, ,1/1/1970,NA, , ,1/1/1970,, ,5/7/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100036,FHL01515,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,3150,209.57,Yes,CXMHK06,,Matarbari Land,Photonic ultra NL,Robi,CGDMG29,Akhteruzzaman,Chittagong South, ,1/1/1970,NA, , ,1/1/1970,, ,10/26/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100037,FHL01516,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,2000,209.57,Yes,CXMHK08,,Kutubjom_32m_land,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong South, ,1/1/1970,NA, ,3/7/2024,1/1/1970,,CG South,10/18/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100038,FHL01517,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1840,209.57,Yes,CXMHK29,CB3803,Pal Para_Airtel,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong South, ,1/1/1970,NA, ,3/7/2024,1/1/1970,,CG South,10/18/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100039,FHL01518,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,2650,209.57,Yes,CXPKA07,CXPKA06,Sobuj bazar,Photonic New lease,Robi,CGDMG29,Akhteruzzaman,Chittagong South, ,1/1/1970,NA, , ,1/1/1970,, ,10/20/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100040,FHL01532,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,270,209.57,Yes,CXSDRI8,CXSDR76,Kolatoli Beach_Reloc,Photonic ultra NL,Robi,CXSDR34,"General Hospital,Cox's",Chittagong South, ,1/1/1970,NA, ,3/7/2024,1/1/1970,,CG South,5/9/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100041,FHL01588,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,175,209.57,Yes,DHBDD95,DH0609,Joar Sahara_Lichu Bagan,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka Metro, ,1/1/1970,NA, , ,1/1/1970,, ,12/5/2017,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100042,FHL01593,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,180,209.57,Yes,DHCKB41,DH0048,DH0048,AT/photonic scope,Airtel,GPSDR34,Pubail land 75m,Dhaka Metro, ,1/1/1970,NA, ,11/1/2024,1/1/1970,, ,10/22/2013,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100043,FHL01602,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,300,209.57,Yes,DHDEM22,DH0450,Amin Bag,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka South, ,1/1/1970,NA, , ,1/1/1970,, ,2/4/2018,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100044,FHL01644,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,650,209.57,Yes,DHDKK24,,Chapra RD,Photonic New lease,Robi,DHUTT04,Mascot,Dhaka North, ,1/1/1970,NA, , ,1/1/1970,, ,12/7/2017,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100045,FHL01713,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,600,209.57,Yes,DHJTB11,,Kajirgaon,Photonic New lease,Robi,DHGUL58,Uday Tower,Dhaka South, ,1/1/1970,NA, , ,1/1/1970,, ,2/5/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100046,FHL01738,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1000,209.57,Yes,DHKGNA9,DH0158,Banda Chatgaon_Zinjira,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka South, ,1/1/1970,NA, , ,1/1/1970,, ,5/7/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100047,FHL01739,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,575,209.57,Yes,DHKGNJ2,DHKGNB3,Chunkutia_Subhadya_Reloc,Photonic New lease,Robi,NGRPG01,Vulta,Dhaka South, ,1/1/1970,NA, , ,1/1/1970,, ,2/15/2018,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100048,FHL01751,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,900,209.57,Yes,DHKHL22,,Meradia_2,Photonic New lease,Robi,DHGUL58,Uday Tower,Dhaka Metro, ,1/1/1970,NA, , ,1/1/1970,, ,11/27/2017,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100049,FHL01775,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,350,209.57,Yes,DHKKT41,DH0582,Uttar Namapara,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka North, ,1/1/1970,NA, , ,1/1/1970,, ,11/26/2017,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100050,FHL01776,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,600,209.57,Yes,DHKKT44,DHKKT20,KHILKHETLALMATI_Reloc_Airtel,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka North, ,1/1/1970,NA, , ,1/1/1970,, ,1/28/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100051,FHL01816,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,360,209.57,Yes,DHMRP56,,Rowshon manjil,Photonic New lease,Robi,DHGUL58,Uday Tower,Dhaka West, ,1/1/1970,NA, , ,1/1/1970,, ,11/22/2017,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100052,FHL01818,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,450,209.57,Yes,DHMRPA2,DH0329,Senpara Parbota,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka West, ,1/1/1970,NA, , ,1/1/1970,, ,11/22/2017,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100053,FHL01829,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,775,209.57,Yes,DHPLB91,DH0227,Mirpur 11 Blk-C,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka West, ,1/1/1970,NA, , ,1/1/1970,, ,12/5/2017,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100054,FHL01863,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,150,209.57,Yes,DHSBG57,DH0191,Dhaka Univeristy Jagannath Hall,AT/photonic scope,Airtel,GPSDR34,Pubail land 75m,Dhaka Metro, ,1/1/1970,NA, ,9/16/2021,1/1/1970,, ,10/1/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100055,FHL01864,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,170,209.57,Yes,DHSBG58,DH0841,Dhaka Univeristy Sheikh Mojibur Rahman Hall,AT/photonic scope,Airtel,GPSDR34,Pubail land 75m,Dhaka Metro, ,1/1/1970,NA, , ,1/1/1970,, ,10/1/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100056,FHL01922,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,450,209.57,Yes,DHTRG16,,Baunia2,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka North, ,1/1/1970,NA, , ,1/1/1970,, ,12/14/2017,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100057,FHL01926,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,500,209.57,Yes,DHUTK35,DHUTK14,Uttarkan_Mather Bari_Reloc,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka North, ,1/1/1970,NA, , ,1/1/1970,, ,12/10/2017,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100058,FHL01927,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,580,209.57,Yes,DHUTK15,,UTTAR KHAN MAZAR ROAD_UTTARA_Reloc_Airtel,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka North, ,1/1/1970,NA, ,12/15/2021,1/1/1970,, ,12/10/2017,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
100059,FHL01941,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,50,209.57,Yes,DHUTT15,,Mascot_IBS,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka North, ,1/1/1970,NA, ,6/1/2021,1/1/1970,, ,1/30/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100060,FHL01964,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,420,209.57,Yes,DHUTTA9,DH0268,Uttara_Sec-4_Road-21,Photonic New lease,Robi,GPSDR34,Pubail land 75m,Dhaka North, ,1/1/1970,NA, , ,1/1/1970,, ,1/4/2018,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
100061,FHL01979,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,620,209.57,Yes,FNFGZ14,,Gosaipur,Photonic New lease,Robi,FNSDR01,Lemua,Noakhali, ,1/1/1970,NA, , ,1/1/1970,, ,5/3/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100062,FHL01980,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1450,209.57,Yes,FNPRS04,,Shaldhar Bazar,Photonic New lease,Robi,FNSDR01,Lemua,Noakhali, ,1/1/1970,NA, , ,1/1/1970,, ,5/3/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100063,FHL01982,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,940,209.57,Yes,FNSDR07,,Md__Ali_Bazar,Photonic New lease,Robi,CMSDR01,Alekharchar,Noakhali, ,1/1/1970,NA, ,10/14/2024,1/1/1970,, ,1/12/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100064,FHL01983,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,430,209.57,Yes,FNSDR30,,Puraba_Ukilpara,Photonic New lease,Robi,FNSDR01,Lemua,Noakhali, ,1/1/1970,NA, ,10/14/2024,1/1/1970,, ,12/18/2017,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100065,FHL01986,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,340,209.57,Yes,FNSDR71,,Chosna_Sarishadi,Photonic New lease,Robi,CMSDR01,Alekharchar,Noakhali, ,1/1/1970,NA, ,10/14/2024,1/1/1970,, ,1/14/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100066,FHL01992,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1600,209.57,Yes,FPBHN03,,Deora Bazar 32m Land,2200 NodeB,Robi,JHSDR06,Hat Gopalpur land 55m,Faridpur, ,1/1/1970,NA, , ,1/1/1970,, ,3/30/2017,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100067,FHL01995,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1940,209.57,Yes,FPNGR05,,Baliagoti 32m Land,2200 NodeB,Robi,GGMKS02,Muksedpur_land_55m,Faridpur, ,1/1/1970,NA, ,10/1/2024,1/1/1970,, ,3/30/2017,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100068,FHL01996,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,650,209.57,Yes,FPSDR42,FPSDR42,Khabashpur,AT/photonic scope,Airtel,KHSDR04,Shilpa Bank,Faridpur, ,1/1/1970,NA, , ,1/1/1970,, ,12/22/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100069,FHL01998,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1300,209.57,Yes,FPSDR08,,Khalilpur_land_42m,Phase#4C,Robi,GPSDR34,Pubail land 75m,Faridpur, ,1/1/1970,NA, , ,1/1/1970,, ,1/25/2017,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
100070,FHL02000,FHL*Robi-LP-001358-3*BH*1,FHL,Robi-LP-001358-3,BH,1,1700,209.57,Yes,GGMKS01,,Banierchar_backbone_75m,2200 NodeB,Robi,JHSDR06,Hat Gopalpur land 55m,Faridpur, ,1/1/1970,NA, , ,1/1/1970,, ,3/7/2017,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
