BSC,CELL,THRAV_P,THRVP_P,THRDV_P,THRAV_C,THRVP_C,THRDV_C,RULES_APPLIED,MaxTi,MaxCong,MaxTch,DATA_OF,ENM,COMMAND,EXECUTION,LOG,EXECUTION_TIME
DBE42,D42SZ8B,8,8,23,8,8,24,Default,0.81,0.0,13.11,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE42,D42SZ8C,8,8,23,8,8,22,Default,0.59,0.0,13.36,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE42,D42SZ9A,8,8,22,8,8,23,Default,0.39,0.0,13.74,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE42,D42SZ9B,8,8,23,8,8,24,Default,0.4,0.0,13.36,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE76,E76GA7H,8,8,22,20,10,30,Default,0.72,0.0,14.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE76,E76LK3E,8,8,22,20,10,30,Default,0.65,0.0,14.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE76,E76Y74F,8,8,22,20,10,30,Default,0.93,0.0,14.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78027B,8,8,23,8,8,24,Default,0.45,0.0,13.51,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78443A,8,8,23,8,8,24,Default,0.7,0.0,13.31,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78443B,8,8,22,8,8,24,Default,0.26,0.0,13.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78443D,8,8,22,8,8,23,Default,0.22,0.0,13.64,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78CVCC,5,5,15,6,6,16,Default,0.49,0.0,20.09,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78CVMB,5,5,15,4,4,11,Default,0.37,0.0,20.66,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78CVMC,8,8,22,8,8,23,Default,0.3,0.0,13.65,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78CXPA,5,5,15,15,15,30,Default,0.28,0.0,20.4,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78XZ4B,8,8,22,8,8,23,Default,0.28,0.0,13.84,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86115C,50,50,100,8,8,24,Ti: 1.5-100,1.54,0.0,13.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86115D,5,5,15,3,3,9,Default,0.45,0.0,21.02,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86183A,8,8,23,8,8,24,Default,0.91,0.0,13.37,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86183B,8,8,23,8,8,24,Default,0.63,0.0,13.07,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86183C,8,8,23,8,8,24,Default,0.47,0.0,13.24,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86183D,8,8,22,8,8,23,Default,0.31,0.0,13.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86E20B,8,8,23,8,8,24,Default,0.36,0.0,13.19,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86F75A,8,8,24,9,9,25,Default,0.86,0.0,13.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86F75B,8,8,23,8,8,24,Default,0.53,0.0,13.14,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86F75C,26,26,52,6,6,16,Ti: 1.1-1.3,1.16,0.0,19.52,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE76,D76LE8C,5,5,15,6,6,16,Default,0.71,0.0,20.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE76,D76LE9A,5,5,14,5,5,15,Default,0.37,0.0,21.55,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE76,D76LE9C,5,5,15,4,4,11,Default,0.55,0.0,21.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,D43VS1A,5,5,15,6,6,16,Default,0.49,0.0,20.02,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,D43VS1B,5,5,15,4,4,11,Default,0.66,0.0,21.04,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,GPSRPM6B,8,8,23,15,10,100,Default,0.1,0.0,13.51,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,GPSRPM6C,8,8,22,15,10,100,Default,0.08,0.0,13.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,GPSRPM9A,8,8,22,15,10,100,Default,0.05,0.0,13.76,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,GPSRPM9B,8,8,22,15,10,100,Default,0.13,0.0,13.74,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,GPSRPM9C,8,8,23,15,10,100,Default,0.06,0.0,13.4,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44019A,3,3,10,8,8,15,Default,0.62,0.0,42.84,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44019B,3,3,10,10,10,19,Default,0.88,0.0,34.56,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44J68A,3,3,10,4,4,10,Default,0.26,0.0,36.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44J68B,5,5,14,5,5,15,Default,0.24,0.0,21.59,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44LY0C,4,4,11,4,4,12,Default,0.52,0.0,27.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44LY4B,3,3,10,3,3,9,Default,0.95,0.0,35.6,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44LY4C,40,40,80,4,4,11,Ti: 1.3-1.5,1.32,0.0,28.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50BZFC,5,5,15,6,6,16,Default,0.25,0.0,20.28,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50BZHA,8,8,24,9,9,25,Default,0.24,0.0,12.66,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50BZHB,9,9,25,5,5,15,Default,0.26,0.0,12.14,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50BZHC,8,8,24,8,8,23,Default,0.23,0.0,12.65,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50BZIA,8,8,24,24,24,48,Default,0.2,0.0,12.92,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50BZIB,8,8,24,8,8,22,Default,0.25,0.0,12.87,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50CNPA,8,8,24,8,8,23,Default,0.18,0.0,12.55,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50CNPB,9,9,25,26,26,52,Default,0.44,0.0,12.04,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50CNPC,9,9,25,26,26,51,Default,0.55,0.0,12.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94XW2C,3,3,10,3,3,9,Default,0.39,0.0,36.85,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94XY7A,8,8,22,8,8,23,Default,0.16,0.0,13.67,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94XY7C,5,5,14,5,5,15,Default,0.13,0.0,21.69,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94YL5A,8,8,22,8,8,23,Default,0.21,0.0,13.9,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94YL5B,15,15,29,5,5,15,Cong: >0-2,0.5,0.14,21.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0661A,2,2,10,2,2,6,Default,0.22,0.0,52.69,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0661B,3,3,10,3,3,9,Default,0.47,0.0,35.61,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94RT3A,3,3,10,3,3,9,Default,0.3,0.0,37.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94RT4C,3,3,10,3,3,9,Default,0.27,0.0,37.07,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94RZ6A,8,8,22,8,8,23,Default,0.29,0.0,13.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94RZ6C,8,8,22,8,8,23,Default,0.18,0.0,13.85,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94YO9B,5,5,14,4,4,11,Default,0.27,0.0,22.66,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0ZM0C,11,11,22,4,4,11,Cong: >0-2,0.35,0.32,28.31,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEC3,CMDBD80B,5,5,14,5,5,15,Default,0.33,0.0,21.45,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEC3,CMDBD80C,5,5,14,5,5,15,Default,0.24,0.0,21.64,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEC3,CMDBD86A,5,5,14,5,5,15,Default,0.14,0.0,21.8,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YO8C,24,24,47,8,8,24,Cong: >0-2,0.15,1.61,12.9,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0ZS0B,4,4,11,11,11,21,Default,0.16,0.0,29.05,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0T62C,3,3,10,3,3,7,Default,0.51,0.0,45.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0TJ5A,5,5,14,22,22,44,Default,0.08,0.0,22.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0TJ5B,8,8,23,23,23,46,Default,0.19,0.0,13.61,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0TJ5C,5,5,14,15,15,29,Default,0.14,0.0,21.52,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0TJ7A,5,5,14,5,5,15,Default,0.2,0.0,21.9,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YQ8A,8,8,23,8,8,24,Default,0.26,0.0,13.47,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YQ8B,23,23,45,8,8,22,Cong: >0-2,0.24,1.47,13.39,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05FL4A,25,25,50,15,10,100,"Ti: 1.1-1.3, Cong: >0-2 (Ti)",1.12,0.09,20.62,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04X20B,5,5,15,6,6,16,Default,0.21,0.0,20.08,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04X20C,6,6,17,6,6,18,Default,0.45,0.0,18.69,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04X44A,5,5,15,6,6,16,Default,0.37,0.0,20.05,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04X44B,5,5,15,6,6,16,Default,0.34,0.0,20.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04X44C,5,5,14,5,5,15,Default,0.03,0.0,22.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05CZCB,5,5,15,6,6,16,Default,0.55,0.0,20.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05CZCC,8,8,23,8,8,24,Default,0.43,0.0,13.06,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05CZIA,8,8,23,8,8,24,Default,0.49,0.0,13.09,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05CZIB,50,50,100,6,6,16,"Ti: 1.5-100, Cong: >0-2 (Ti)",1.53,0.51,19.59,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05CZIC,5,5,15,6,6,16,Default,0.85,0.0,20.76,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05CZKB,5,5,15,6,6,16,Default,0.41,0.0,20.07,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05CZKC,8,8,22,8,8,23,Default,0.29,0.0,13.74,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05FL6A,8,8,23,15,10,100,Default,0.31,0.0,13.05,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE03,D03U47L,4,4,11,11,11,22,Default,0.55,0.0,28.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05P32C,8,8,23,8,8,24,Default,0.51,0.0,13.21,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,D43384C,5,5,14,5,5,15,Default,0.25,0.0,21.63,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,D43454A,25,25,50,5,5,15,Ti: 1.1-1.3,1.19,0.0,21.2,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,D43454B,25,25,50,3,3,7,Ti: 1.1-1.3,1.27,0.0,49.83,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,D43454C,25,25,50,6,6,16,Ti: 1.1-1.3,1.1,0.0,20.73,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE43,D43CPSA,8,8,22,5,5,14,Default,0.15,0.0,13.85,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78443E,8,8,22,8,8,23,Default,0.15,0.0,13.83,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78443F,5,5,14,15,15,29,Default,0.44,0.0,21.75,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78458C,15,15,29,5,5,15,Cong: >0-2,0.28,0.43,21.08,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78AQ0A,8,8,22,8,8,23,Default,0.17,0.0,13.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78AQ0B,8,8,23,5,5,15,Default,0.25,0.0,13.48,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78AQ0C,5,5,15,4,4,11,Default,0.47,0.0,21.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78AQ1A,9,9,25,8,8,24,Default,0.29,0.0,12.49,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78G44A,25,25,50,5,5,15,Ti: 1.1-1.3,1.16,0.0,20.6,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78G44C,25,25,50,5,5,15,Ti: 1.1-1.3,1.23,0.0,20.89,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78LN3A,8,8,22,8,8,23,Default,0.21,0.0,13.73,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78LN3C,8,8,23,8,8,24,Default,0.5,0.0,13.3,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78LN4A,5,5,15,6,6,16,Default,0.56,0.0,20.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE78,D78LN4C,8,8,24,9,9,25,Default,0.27,0.0,12.59,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86871B,5,5,15,4,4,11,Default,0.24,0.0,21.06,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86871C,8,8,24,5,5,15,Default,0.28,0.0,12.8,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86937B,8,8,23,5,5,15,Default,0.12,0.0,13.52,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86CDEL,8,8,23,8,8,24,Default,0.41,0.0,13.07,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE86,D86HX2C,8,8,24,9,9,25,Default,0.16,0.0,12.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44019C,10,10,20,3,3,7,Ti: 1-1.1,1.02,0.0,49.81,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44CBQB,5,5,15,15,15,29,Default,0.46,0.0,21.03,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44CECC,4,4,11,11,11,22,Default,0.6,0.0,27.85,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44I93A,8,8,22,8,8,23,Default,0.14,0.0,13.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44XD2C,8,8,22,10,10,28,Default,0.16,0.0,13.9,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44XD5A,8,8,23,10,10,28,Default,0.28,0.0,13.09,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44XD5B,5,5,15,6,6,17,Default,0.27,0.0,20.02,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44YA5A,5,5,14,5,5,15,Default,0.22,0.0,21.75,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE44,D44YA5C,5,5,15,7,7,21,Default,0.23,0.0,21.24,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50AF8C,3,3,10,3,3,9,Default,0.64,0.0,36.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50CNQA,8,8,23,8,8,24,Default,0.33,0.0,13.17,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50CNQB,8,8,24,25,25,50,Default,0.42,0.0,12.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50COHA,8,8,24,8,8,22,Default,0.05,0.0,13.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50COHB,9,9,25,5,5,15,Default,0.19,0.0,12.46,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE50,D50COHC,8,8,24,8,8,23,Default,0.22,0.0,12.84,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0661C,3,3,10,3,3,7,Default,0.4,0.0,44.47,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0662A,3,3,10,3,3,9,Default,0.44,0.0,36.45,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0662B,4,4,11,4,4,12,Default,0.45,0.0,27.74,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0C54C,5,5,15,6,6,16,Default,0.07,0.0,20.37,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0C70B,5,5,14,5,5,15,Default,0.16,0.0,21.47,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0C71B,5,5,15,15,15,29,Default,0.28,0.0,21.03,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94YO9C,40,40,80,5,5,13,Cong: 5-10,0.32,7.25,28.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94YP0A,4,4,11,5,5,13,Default,0.35,0.0,28.9,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94YP0B,4,4,11,4,4,12,Default,0.34,0.0,28.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94YQ6A,4,4,11,16,16,31,Default,0.17,0.0,28.74,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94YQ6B,5,5,14,15,15,29,Default,0.18,0.0,22.18,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94YQ6C,5,5,14,14,14,28,Default,0.16,0.0,21.74,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0705C,3,3,10,3,3,9,Default,0.42,0.0,36.56,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94S76C,4,4,11,4,4,12,Default,0.31,0.0,28.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE94,D94SP1B,3,3,10,3,3,9,Default,0.19,0.0,37.72,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0ZU8B,4,4,11,4,4,12,Default,0.18,0.0,29.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0ZV2A,4,4,11,11,11,21,Default,0.17,0.0,29.11,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0ZV2B,4,4,11,11,11,21,Default,0.2,0.0,29.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0ZV2C,3,3,10,11,11,22,Default,0.12,0.0,36.09,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEC3,CMDKN23C,3,3,10,3,3,7,Default,0.52,0.0,44.64,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEC3,CMDKN54B,5,5,13,4,4,11,Default,0.28,0.0,24.71,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEC3,CMDKN86A,8,8,22,5,5,15,Default,0.12,0.0,14.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YR4C,4,4,11,11,11,21,Default,0.18,0.0,29.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEC3,CMBRC07A,8,8,23,4,4,11,Default,0.31,0.0,13.11,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEC3,CMBRC07C,3,3,10,3,3,9,Default,0.29,0.0,35.74,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04X84A,8,8,23,24,24,47,Default,0.37,0.0,13.49,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04X84B,15,15,30,16,16,31,Cong: >0-2,0.38,0.31,20.02,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,GPSDRHGA,8,8,23,15,10,100,Default,0.36,0.0,13.26,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,GPSDRHGB,8,8,23,15,10,100,Default,0.47,0.0,13.4,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,GPSDRHGC,8,8,23,15,10,100,Default,0.59,0.0,13.12,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,MGDLP27A,8,8,22,15,10,100,Default,0.18,0.0,13.8,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,MGDLP27B,8,8,22,15,10,100,Default,0.07,0.0,13.98,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,MGDLP27C,8,8,23,15,10,100,Default,0.28,0.0,13.07,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,MGGHR37A,8,8,23,8,8,24,Default,0.19,0.0,13.56,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,MGGHR37B,8,8,22,8,8,24,Default,0.29,0.0,13.67,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,MGGHR37C,8,8,23,8,8,24,Default,0.33,0.0,13.16,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05FL6C,8,8,24,10,10,28,Default,0.43,0.0,12.95,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05FM8A,8,8,22,8,8,24,Default,0.24,0.0,13.9,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05KT8A,25,25,50,4,4,12,Ti: 1.1-1.3,1.26,0.0,27.19,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05KT8B,5,5,15,6,6,16,Default,0.6,0.0,20.03,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE05,D05KT8C,9,9,26,9,9,27,Default,0.9,0.0,11.92,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04664C,3,3,10,4,4,12,Default,0.69,0.0,41.87,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04696B,8,8,24,4,4,12,Default,0.36,0.0,12.75,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBE04,D04725A,4,4,11,5,5,15,Default,0.43,0.0,28.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
