BSC,CELL,THRAV_P,THRVP_P,THRDV_P,THRAV_C,THRVP_C,THRDV_C,RULES_APPLIED,MaxTi,MaxCong,MaxTch,DATA_OF,ENM,COMMAND,EXECUTION,LOG,EXECUTION_TIME
DBEA0,DA0G86A,3,3,10,9,9,17,Default,0.13,0.0,39.32,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0G86B,3,3,10,9,9,17,Default,0.23,0.0,37.12,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0M88A,3,3,10,3,3,9,Default,0.4,0.0,36.72,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0M88B,3,3,10,4,4,10,Default,0.23,0.0,36.93,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0M90A,3,3,10,3,3,9,Default,0.16,0.0,37.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0M90B,3,3,10,3,3,9,Default,0.44,0.0,35.45,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RN8B,8,8,22,23,23,46,Default,0.19,0.0,13.7,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RN8C,8,8,22,22,22,44,Default,0.14,0.0,13.88,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RO4C,5,5,15,4,4,11,Default,0.21,0.0,21.08,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RO5A,5,5,14,5,5,15,Default,0.28,0.0,21.48,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RO5B,5,5,14,5,5,15,Default,0.21,0.0,21.59,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RO5C,7,7,20,5,5,15,Default,0.18,0.0,15.17,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4617C,3,3,10,3,3,9,Default,0.29,0.0,37.02,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4H01B,3,3,10,3,3,9,Default,0.51,0.0,36.8,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4H01C,3,3,10,3,3,9,Default,0.42,0.0,36.43,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGHTZ60B,3,3,10,3,3,9,Default,0.36,0.0,36.8,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGHTZ60C,3,3,10,3,3,8,Default,0.51,0.0,43.24,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGHTZ63A,4,4,11,4,4,12,Default,0.15,0.0,29.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGRZN72C,3,3,10,3,3,9,Default,0.47,0.0,36.59,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGRZN95A,8,8,23,23,23,46,Default,0.35,0.0,13.52,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGRZN95B,8,8,22,8,8,23,Default,0.24,0.0,13.69,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5G29A,3,3,10,3,3,9,Default,0.22,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5G29B,5,5,14,5,5,15,Default,0.15,0.0,21.74,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5G30B,3,3,10,4,4,10,Default,0.53,0.0,36.14,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5N08A,2,2,10,2,2,6,Default,0.56,0.0,60.09,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5N08C,3,3,10,3,3,9,Default,0.34,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6312B,3,3,10,3,3,7,Default,0.47,0.0,44.73,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6313A,3,3,10,3,3,9,Default,0.48,0.0,35.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6313C,3,3,10,3,3,9,Default,0.46,0.0,36.51,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6B12C,3,3,10,3,3,7,Default,0.39,0.0,45.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6B14B,3,3,10,3,3,9,Default,0.4,0.0,37.02,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6B27A,3,3,10,3,3,9,Default,0.42,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB3,CGHTZ33B,8,8,23,8,8,24,Default,0.36,0.0,13.06,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6WT2C,3,3,10,3,3,9,Default,0.35,0.0,37.03,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6WW6A,3,3,10,3,3,9,Default,0.73,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6WW6B,10,10,20,3,3,9,Ti: 1-1.1,1.06,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6WW6C,40,40,80,5,5,15,"Ti: 1.3-1.5, Cong: >0-2 (Ti)",1.3,0.51,21.33,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB3,CGPTL56B,2,2,10,2,2,6,Default,0.64,0.0,58.82,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4A1VA,4,4,11,4,4,12,Default,0.3,0.0,29.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4N27B,3,3,10,3,3,9,Default,0.24,0.0,36.04,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGHTZC9B,8,8,22,8,8,23,Default,0.31,0.0,13.66,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGHTZC9C,8,8,22,8,8,23,Default,0.32,0.0,13.8,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGHTZD3A,8,8,22,8,8,23,Default,0.25,0.0,13.83,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5057A,3,3,10,3,3,9,Default,0.49,0.0,36.72,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5H85C,25,25,50,2,2,4,Ti: 1.1-1.3,1.26,0.0,89.76,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5I01A,40,40,80,15,10,100,Ti: 1.3-1.5,1.38,0.0,29.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5I01B,50,50,100,15,10,100,"Ti: 1.5-100, Cong: >0-2 (Ti)",1.7,0.08,28.8,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5I01C,3,3,10,15,10,100,Default,0.58,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5I06A,4,4,11,11,11,22,Default,0.99,0.0,28.87,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5NI2C,8,8,22,8,8,23,Default,0.32,0.0,13.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CGDMGW9P,8,8,24,15,10,100,Default,0.65,0.0,13.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CGDMGW9Q,8,8,24,15,10,100,Default,0.32,0.0,13.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CGDMGW9U,8,8,24,15,10,100,Default,0.25,0.0,13.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6550B,2,2,10,2,2,6,Default,0.53,0.0,59.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6550C,3,3,10,3,3,7,Default,0.59,0.0,44.34,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6560A,3,3,10,3,3,8,Default,0.5,0.0,43.5,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6560B,2,2,10,2,2,6,Default,0.97,0.0,58.16,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6560C,2,2,10,2,2,6,Default,0.73,0.0,58.87,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6569A,2,2,10,2,2,6,Default,0.3,0.0,51.77,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA2,DA2SD1A,3,3,10,3,3,9,Default,0.75,0.0,36.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA2,DA2SD4A,3,3,10,4,4,11,Default,0.37,0.0,37.01,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA2,DA2SD4B,5,5,14,5,5,15,Default,0.2,0.0,21.5,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA5,DA5N03C,3,3,10,3,3,9,Default,0.21,0.0,35.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA5,DA5N04A,3,3,10,3,3,7,Default,0.32,0.0,45.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CMCND07B,3,3,10,3,3,7,Default,0.29,0.0,44.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CMCND07C,2,2,10,2,2,6,Default,0.19,0.0,59.9,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CMCND09A,2,2,10,2,2,6,Default,0.41,0.0,52.53,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CMCND09C,4,4,11,5,5,13,Default,0.35,0.0,29.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CMCND14A,50,50,100,3,3,9,"Ti: 1.5-100, Cong: 5-10 (Ti)",1.54,7.06,36.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CMCND14B,3,3,10,3,3,9,Default,0.29,0.0,37.07,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CPUMT18B,3,3,10,3,3,7,Default,0.27,0.0,43.6,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CPUMT18C,3,3,10,3,3,9,Default,0.3,0.0,36.22,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CPUMT24B,3,3,10,3,3,9,Default,0.44,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CPUMT24C,3,3,10,3,3,7,Default,0.41,0.0,44.74,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3B52B,4,4,11,3,3,7,Default,0.4,0.0,27.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3B52C,4,4,11,3,3,9,Default,0.27,0.0,29.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3B56A,15,15,29,4,4,11,"Ti: 1-1.1, Cong: >0-2 (Cg)",1.04,1.62,21.04,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3B56B,3,3,10,3,3,7,Default,0.35,0.0,36.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3B56C,4,4,11,3,3,9,Default,0.45,0.0,27.82,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA4,CA4792C,4,4,11,5,5,13,Default,0.21,0.0,29.06,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA4,CA4793A,11,11,22,4,4,11,Cong: >0-2,0.2,0.63,28.23,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA4,CA4793B,11,11,22,4,4,12,Cong: >0-2,0.42,0.27,27.87,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA4,CA4793C,3,3,10,3,3,9,Default,0.26,0.0,35.86,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA4,DA4779C,3,3,10,3,3,8,Default,0.26,0.0,43.46,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA5,DA5F25B,4,4,10,3,3,9,Default,0.17,0.0,32.05,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA5,DA5F25C,3,3,10,3,3,7,Default,0.32,0.0,43.8,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0M91B,3,3,10,3,3,9,Default,0.16,0.0,36.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0R84C,2,2,10,2,2,6,Default,0.46,0.0,52.7,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RB4A,3,3,10,3,3,9,Default,0.79,0.0,35.68,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RB4B,25,25,50,4,4,12,Cong: 2-5,0.96,2.56,33.82,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RB5A,4,4,11,3,3,9,Default,0.32,0.0,29.74,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RB5B,4,4,11,4,4,12,Default,0.26,0.0,27.79,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0RB5C,5,5,15,6,6,16,Default,0.26,0.0,20.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0U11A,5,5,14,5,5,15,Default,0.14,0.0,21.99,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0U11C,3,3,10,3,3,7,Default,0.28,0.0,43.36,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0U81C,4,4,11,4,4,12,Default,0.28,0.0,29.0,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0V10A,3,3,10,3,3,7,Default,0.49,0.0,44.85,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0V10B,3,3,10,3,3,7,Default,0.41,0.0,44.67,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YT1B,8,8,23,8,8,24,Default,0.26,0.0,13.09,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YT1C,8,8,22,8,8,23,Default,0.23,0.0,13.69,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4H49C,3,3,10,3,3,9,Default,0.42,0.0,35.33,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4I64A,4,4,11,11,11,22,Default,0.57,0.0,28.61,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4WT9B,8,8,22,8,8,23,Default,0.27,0.0,13.88,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4WU7A,8,8,23,23,23,46,Default,0.44,0.0,13.43,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGRZN95C,4,4,11,5,5,15,Default,0.22,0.0,29.31,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CGRZNA7B,8,8,22,8,8,23,Default,0.28,0.0,13.67,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5327B,5,5,14,5,5,15,Default,0.23,0.0,21.51,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5327C,5,5,14,5,5,15,Default,0.26,0.0,21.78,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5N11A,3,3,10,3,3,7,Default,0.44,0.0,45.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5N11B,3,3,10,3,3,9,Default,0.48,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5WM5A,3,3,10,3,3,9,Default,0.65,0.0,35.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5WM5C,5,5,14,5,5,15,Default,0.29,0.0,21.43,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6B27B,3,3,10,9,9,17,Default,0.51,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6K79C,3,3,10,3,3,9,Default,0.55,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6K84A,3,3,10,3,3,9,Default,0.51,0.0,36.69,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6K84B,40,40,80,3,3,7,Ti: 1.3-1.5,1.34,0.0,44.27,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6K87B,4,4,11,11,11,22,Default,0.3,0.0,29.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB3,CGPTL56C,3,3,10,3,3,9,Default,0.53,0.0,35.87,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB3,CGSKD01A,3,3,10,3,3,8,Default,0.67,0.0,43.12,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB3,CGSKD01B,2,2,10,2,2,6,Default,0.38,0.0,52.8,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB3,CGSKD01C,3,3,10,3,3,7,Default,0.51,0.0,44.19,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB3,CGSKDB5C,3,3,10,3,3,9,Default,0.75,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4N32B,3,3,10,3,3,7,Default,0.47,0.0,43.87,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4N32C,25,25,50,5,5,15,"Ti: 1.1-1.3, Cong: >0-2 (Ti)",1.12,0.11,20.37,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4O04A,5,5,14,5,5,15,Default,0.26,0.0,21.44,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB4,CB4O04C,4,4,11,11,11,22,Default,0.81,0.0,28.81,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5057C,3,3,10,3,3,9,Default,0.39,0.0,36.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5061B,5,5,14,5,5,15,Default,0.27,0.0,21.61,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5065A,3,3,10,3,3,9,Default,0.49,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5NI3B,3,3,10,3,3,7,Default,0.45,0.0,44.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5O20A,8,8,22,8,8,23,Default,0.35,0.0,13.69,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5O22A,5,5,14,5,5,15,Default,0.24,0.0,21.57,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB5,CB5YH7A,5,5,14,5,5,15,Default,0.28,0.0,21.49,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6F38A,3,3,10,2,2,6,Default,0.46,0.0,46.6,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6F38B,3,3,10,3,3,7,Default,0.53,0.0,44.86,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6F38C,3,3,10,3,3,9,Default,0.66,0.0,36.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6F56C,2,2,10,6,6,12,Default,0.24,0.0,52.2,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6F59B,3,3,10,3,3,9,Default,0.24,0.0,36.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
CBEB6,CB6N31C,5,5,14,5,5,15,Default,0.21,0.0,21.7,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA5,DA5N04C,5,5,14,4,4,11,Default,0.04,0.0,22.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA5,DA5N73B,4,4,11,4,4,12,Default,0.43,0.0,27.6,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA2,DA2XW1A,5,5,14,5,5,15,Default,0.25,0.0,21.46,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA2,DA2XW1B,8,8,22,8,8,23,Default,0.26,0.0,14.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CMDKN36B,40,40,80,5,5,15,Cong: 5-10,0.42,5.04,21.65,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CMDKN36C,3,3,10,3,3,9,Default,0.44,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CMDKN37B,5,5,14,5,5,15,Default,0.28,0.0,21.49,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CPKCH02A,3,3,10,3,3,9,Default,0.45,0.0,35.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,CPKCH02B,3,3,10,3,3,9,Default,0.73,0.0,37.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3B98A,6,6,16,3,3,9,Default,0.57,0.0,19.86,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3B98B,4,4,11,3,3,9,Default,0.22,0.0,28.01,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3NS5C,5,5,15,4,4,11,Default,0.34,0.0,21.02,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3NS9B,8,8,23,5,5,15,Default,0.32,0.0,13.11,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3NS9C,4,4,11,11,11,22,Default,0.28,0.0,28.93,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA3,DA3NT1A,8,8,22,8,8,23,Default,0.17,0.0,13.73,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA4,DA4T65C,3,3,10,3,3,9,Default,0.31,0.0,36.85,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA4,DA4T72B,3,3,10,3,3,8,Default,0.18,0.0,43.8,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA4,DA4T72C,3,3,10,3,3,9,Default,0.17,0.0,36.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA4,DA4T96B,3,3,10,3,3,9,Default,0.23,0.0,36.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA5,DA5F69C,3,3,10,3,3,9,Default,0.14,0.0,36.23,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA5,DA5FI3A,3,3,10,3,3,9,Default,0.25,0.0,36.0,2025-12-10 14:54:56,CTG,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0TJ7C,5,5,14,5,5,15,Default,0.22,0.0,21.67,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0TN8C,5,5,15,6,6,17,Default,0.35,0.0,21.01,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0TP4B,5,5,15,15,15,29,Default,0.21,0.0,21.33,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YR5A,8,8,23,23,23,45,Default,0.32,0.0,13.3,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YR5B,8,8,23,24,24,47,Default,0.3,0.0,13.1,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YR5C,8,8,23,23,23,46,Default,0.19,0.0,13.5,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YT2B,9,9,25,9,9,26,Default,0.22,0.0,12.13,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YT2C,8,8,22,8,8,23,Default,0.13,0.0,13.79,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YU1B,5,5,15,6,6,16,Default,0.2,0.0,20.23,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YU1C,8,8,23,23,23,46,Default,0.23,0.0,13.29,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEA0,DA0YU5A,5,5,15,6,6,16,Default,0.37,0.0,21.02,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
DBEC3,CMBRC24A,2,2,10,2,2,6,Default,0.58,0.0,74.18,2025-12-10 14:54:56,DHK,NA,NA,NA,2025-12-11 06:18:13
