BSC,CELL,max ti,Max_Cong,Max Tch,Insert_DATE,ENM
DBE76,D76IH8C,0.36,0,13.74,12/10/2025 14:54,DHK
DBE76,D76IH9A,0.23,0,13.65,12/10/2025 14:54,DHK
DBE76,D76IH9B,0.29,0,13.21,12/10/2025 14:54,DHK
DBE50,TNSDR90C,0.65,0,13.01,12/10/2025 14:54,DHK
DBE50,TNSDRC6A,0.32,0,13.35,12/10/2025 14:54,DHK
DBE69,D69D25B,0.42,0,27.95,12/10/2025 14:54,DHK
DBE69,D69D25C,0.74,0,19.4,12/10/2025 14:54,DHK
DBE69,D69RG6C,0.42,0,20.04,12/10/2025 14:54,DHK
DBE69,D69RG7A,0.34,0,20.01,12/10/2025 14:54,DHK
DBE69,D69RG7B,0.35,0,19.12,12/10/2025 14:54,DHK
DBE69,D69RG7C,0.31,0,20.19,12/10/2025 14:54,DHK
DBE69,D69RG8A,0.28,0,12.9,12/10/2025 14:54,DHK
DBE86,D86LA5B,0.57,0,13.3,12/10/2025 14:54,DHK
DBE86,D86LA5C,0.51,0,13.74,12/10/2025 14:54,DHK
DBE86,D86LA5E,0.45,0,13.48,12/10/2025 14:54,DHK
DBE86,D86LB2C,0.67,0,36.61,12/10/2025 14:54,DHK
DBE94,D94H92A,0.45,0,43.69,12/10/2025 14:54,DHK
DBE94,D94H92B,0.6,0,43.37,12/10/2025 14:54,DHK
DBE86,D86VL8C,0.39,0,13.24,12/10/2025 14:54,DHK
DBE86,D86VL9B,0.34,0,36,12/10/2025 14:54,DHK
DBE86,D86ZF8A,0.31,0,20.02,12/10/2025 14:54,DHK
DBE87,D87RO3B,0.25,0,21.46,12/10/2025 14:54,DHK
DBE87,D87YP5B,0.23,0,28.04,12/10/2025 14:54,DHK
DBE87,D87YP8A,0.13,0,21.64,12/10/2025 14:54,DHK
DBE87,D87YP8C,0.2,0,21.74,12/10/2025 14:54,DHK
DBE87,D87YQ1A,0.17,0,21.95,12/10/2025 14:54,DHK
DBE88,D88CURB,0.18,0,13.9,12/10/2025 14:54,DHK
DBE88,D88CXAB,0.44,0,28.01,12/10/2025 14:54,DHK
DBE88,D88CXAC,0.72,0,21,12/10/2025 14:54,DHK
DBE88,D88G34A,0.54,0,20,12/10/2025 14:54,DHK
DBE88,D88G34B,0.46,0,27.95,12/10/2025 14:54,DHK
DBE88,D88G34C,0.88,0,20.05,12/10/2025 14:54,DHK
DBE88,D88G40A,0.55,0,41.08,12/10/2025 14:54,DHK
DBE88,D88G40B,0.93,0,20,12/10/2025 14:54,DHK
DBE88,D88YQ5B,0.46,0,13.46,12/10/2025 14:54,DHK
DBE88,D88YR3B,0.49,0,13.03,12/10/2025 14:54,DHK
DBE88,NGRPGD4A,0.61,0,14,12/10/2025 14:54,DHK
DBE88,NGRPGD4B,0.78,0,13.92,12/10/2025 14:54,DHK
DBE88,NGRPGD4C,1,0.83,13.06,12/10/2025 14:54,DHK
DBE86,DHNWG81B,0.33,0,13.01,12/10/2025 14:54,DHK
CBEA9,LXRGT44C,0.39,0,37,12/10/2025 14:54,CTG
CBEA9,LXRGT45A,0.44,0,36,12/10/2025 14:54,CTG
CBEA9,LXRGT45B,0.39,0,43.94,12/10/2025 14:54,CTG
CBEA9,LXRGT45C,0.41,0.21,36.01,12/10/2025 14:54,CTG
CBEA9,LXRGT46A,0.44,0,27.93,12/10/2025 14:54,CTG
CBEA9,LXRGT46B,0.36,0,36,12/10/2025 14:54,CTG
CBEA9,LXRGT46C,0.46,0,29.01,12/10/2025 14:54,CTG
CBEA9,NOHTAC6A,0.43,0,28,12/10/2025 14:54,CTG
CBEA9,NOHTAC6B,0.27,0,28,12/10/2025 14:54,CTG
CBEB0,CB0V43C,0.16,0,43.93,12/10/2025 14:54,CTG
CBEB0,CB0V88A,0.23,0,44.8,12/10/2025 14:54,CTG
CBEB0,CB0V88C,0.19,0,37,12/10/2025 14:54,CTG
CBEB0,FNDGN47B,0.18,0,21.7,12/10/2025 14:54,CTG
CBEB1,CB1G45B,0.31,0,43.85,12/10/2025 14:54,CTG
CBEB1,CB1G45C,0.32,0,28.17,12/10/2025 14:54,CTG
CBEB1,CB1G48A,0.41,0,20,12/10/2025 14:54,CTG
CBEB1,CB1G48C,0.18,0,36,12/10/2025 14:54,CTG
CBEB1,CB1G54A,0.4,0,20.02,12/10/2025 14:54,CTG
CBEB1,CB1G54B,0.41,0,21.06,12/10/2025 14:54,CTG
CBEB1,CB1G54C,0.31,0,28,12/10/2025 14:54,CTG
CBEB1,CB1R52B,0.25,0,28.06,12/10/2025 14:54,CTG
CBEB1,CGFTK34C,0.43,0,36.6,12/10/2025 14:54,CTG
CBEB1,CGFTKD2A,0.67,0,52.26,12/10/2025 14:54,CTG
CBEB1,CGFTKD2C,0.26,0,37.14,12/10/2025 14:54,CTG
CBEB1,CGFTKD3B,0.53,0,21.02,12/10/2025 14:54,CTG
DBE69,D69QR5B,0.42,0,20.38,12/10/2025 14:54,DHK
DBE69,D69T63A,0.45,0,12.24,12/10/2025 14:54,DHK
DBE69,D69T63C,0.16,0,12.75,12/10/2025 14:54,DHK
DBE69,DHSVR5YA,0.85,0,21.01,12/10/2025 14:54,DHK
DBE69,DHSVR5YB,0.63,0,21,12/10/2025 14:54,DHK
DBE69,DHSVR5YC,1.6,0.82,20.38,12/10/2025 14:54,DHK
DBE69,DHSVR6AA,0.78,0,21.01,12/10/2025 14:54,DHK
DBE76,D76CDXA,0.25,0,13.76,12/10/2025 14:54,DHK
DBE76,D76D54A,0.87,0,20,12/10/2025 14:54,DHK
DBE76,D76D54B,1.35,0,44.39,12/10/2025 14:54,DHK
DBE76,D76D54C,1.17,0,27.01,12/10/2025 14:54,DHK
DBE76,D76D78B,0.43,0,20,12/10/2025 14:54,DHK
DBE50,TNSDRC6B,0.26,0,13.48,12/10/2025 14:54,DHK
DBE50,TNSDRC6C,0.18,0,13.74,12/10/2025 14:54,DHK
DBE50,TNSKP63A,0.08,0,13.59,12/10/2025 14:54,DHK
DBE50,TNSKP63B,0.07,0,13.49,12/10/2025 14:54,DHK
DBE50,TNSKP63C,0.09,0,13.43,12/10/2025 14:54,DHK
DBE69,D69C99A,0.42,0,20,12/10/2025 14:54,DHK
DBE69,D69G71B,0.2,0,20.8,12/10/2025 14:54,DHK
DBE69,D69JR6A,0.4,0,28.03,12/10/2025 14:54,DHK
DBE69,D69JR6B,0.13,0,14,12/10/2025 14:54,DHK
DBE69,D69JR6C,0.46,0,20.01,12/10/2025 14:54,DHK
DBE69,D69U25C,0.56,0,43.46,12/10/2025 14:54,DHK
DBE69,D69VU8C,1.67,7.72,28.9,12/10/2025 14:54,DHK
DBE69,D69VY6A,0.46,0,36.95,12/10/2025 14:54,DHK
DBE69,D69VY6B,0.98,0,28.95,12/10/2025 14:54,DHK
DBE94,D94H92C,0.44,0,21,12/10/2025 14:54,DHK
DBE94,D94H93B,0.25,0,13.2,12/10/2025 14:54,DHK
DBE94,D94H93C,0.9,0,21.12,12/10/2025 14:54,DHK
DBE94,D94H95A,0.35,0,36,12/10/2025 14:54,DHK
DBE94,D94H95B,0.43,0,37.02,12/10/2025 14:54,DHK
DBE86,D86N90C,0.25,0,20.01,12/10/2025 14:54,DHK
DBE86,D86N93A,0.22,0,20.23,12/10/2025 14:54,DHK
DBE86,D86ZH1B,0.33,0,26.12,12/10/2025 14:54,DHK
DBE87,D87BUVC,0.21,0,21.38,12/10/2025 14:54,DHK
DBE87,D87C46A,0.01,0,14,12/10/2025 14:54,DHK
DBE87,D87C46C,0.22,0,28,12/10/2025 14:54,DHK
DBE87,D87C69A,0.3,0,28.95,12/10/2025 14:54,DHK
DBE87,D87YQ1B,0.4,0,20.33,12/10/2025 14:54,DHK
DBE88,D88625C,0.81,0,28.36,12/10/2025 14:54,DHK
DBE88,D88678A,0.42,0,20.01,12/10/2025 14:54,DHK
DBE88,D88678B,0.32,0,20.23,12/10/2025 14:54,DHK
DBE88,D88678C,0.13,0,21.83,12/10/2025 14:54,DHK
DBE88,D88848A,0.51,0,35.53,12/10/2025 14:54,DHK
DBE88,D88848B,0.79,0,35.06,12/10/2025 14:54,DHK
DBE88,D88848C,0.99,0,35.73,12/10/2025 14:54,DHK
DBE88,D88CCTC,0.39,0,21.23,12/10/2025 14:54,DHK
DBE88,D88G40C,0.96,0,50.64,12/10/2025 14:54,DHK
DBE88,D88G57A,0.6,0,27.14,12/10/2025 14:54,DHK
DBE88,D88G57B,0.47,0,34.75,12/10/2025 14:54,DHK
DBE88,D88KF0B,1.57,0,20.89,12/10/2025 14:54,DHK
DBE88,D88KF0C,0.21,0,13.22,12/10/2025 14:54,DHK
DBE88,D88KG4A,0.56,0,27.53,12/10/2025 14:54,DHK
DBE88,D88KG4B,0.4,0,12.84,12/10/2025 14:54,DHK
DBE88,NGSDR3IA,0.64,0,13,12/10/2025 14:54,DHK
DBE88,NGSDR3IB,1.04,0.17,13,12/10/2025 14:54,DHK
DBE88,NGSDR3IC,1.17,0,12.83,12/10/2025 14:54,DHK
DBE88,NGSDR3PA,0.66,0,13.16,12/10/2025 14:54,DHK
DBE88,NGSDR3PB,1.1,0,13,12/10/2025 14:54,DHK
DBE94,D94MD9A,0.14,0,28.85,12/10/2025 14:54,DHK
DBE94,D94MD9B,0.28,0,36.04,12/10/2025 14:54,DHK
DBE94,D94MR8A,0.35,0,28.95,12/10/2025 14:54,DHK
DBE86,DHNWG81C,0.37,0,13.01,12/10/2025 14:54,DHK
DBE86,MNSRK54A,0.45,0,13.01,12/10/2025 14:54,DHK
DBE87,D87CTBB,0.36,0,13.53,12/10/2025 14:54,DHK
CBEA9,NOHTAC6C,0.87,0,27.84,12/10/2025 14:54,CTG
CBEA9,NOSBC92A,0.71,0,28.87,12/10/2025 14:54,CTG
CBEA9,NOSBC92B,0.59,0,29.01,12/10/2025 14:54,CTG
CBEA9,NOSBC92C,0.87,0,28.5,12/10/2025 14:54,CTG
CBEB0,CB0080A,0.24,0,42.86,12/10/2025 14:54,CTG
CBEB0,CB0080B,0.67,0,68.01,12/10/2025 14:54,CTG
CBEB0,CB0E18B,0.18,0,44.7,12/10/2025 14:54,CTG
CBEB0,CB0E18C,0.3,0,51.36,12/10/2025 14:54,CTG
CBEB0,CB0E33A,0.25,0,45,12/10/2025 14:54,CTG
CBEB0,CB0E33B,0.2,0,37.01,12/10/2025 14:54,CTG
CBEB0,CGMIR86A,0.29,0,37.05,12/10/2025 14:54,CTG
CBEB0,CGMIR86C,0.25,0,37.36,12/10/2025 14:54,CTG
