bsc,cell,max_intensity,max_congestion,max_avail_tch_mean
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB3,CGSKDF9A,0.0,0.0,0.0
CBEB4,CB4A49C,0.47,0.0,43.17
CBEB4,CB4A51A,0.23,0.0,21.25
CBEB4,CB4A51B,0.37,0.0,29.0
CBEB4,CB4U11C,0.65,0.0,21.26
CBEB4,CB4U26A,0.34,0.0,29.0
CBEB4,CB4ZC7C,0.37,0.0,29.01
CBEB4,CGFTK20A,0.69,0.0,21.06
CBEB4,CGFTK20B,0.41,0.0,21.6
CBEB4,CGFTK20C,0.29,0.0,21.27
CBEB4,CGFTKD7A,1.13,0.1,21.11
CBEB4,CGFTKD7B,0.52,0.0,21.0
CBEB4,CGFTKD7C,0.47,0.0,13.2
CBEB4,CGHTZ05A,0.57,0.0,52.23
DBEA3,DA3N45C,0.33,0.0,21.02
DBEA3,DA3N63A,0.34,0.0,36.93
DBEA3,DA3N63B,0.28,0.0,28.8
DBEA3,DA3T69B,0.41,0.0,28.0
DBEA3,DA3T69C,0.25,0.0,21.39
DBEA3,DA3T70A,0.24,0.0,28.01
DBEA3,DA3T70B,0.41,0.0,51.11
DBEA3,DA3T70C,0.34,0.0,28.0
DBEA3,DA3TF4A,0.31,0.0,21.11
DBEA3,DA3TF4B,0.34,0.0,13.27
DBEA4,DA4318C,0.3,0.0,43.11
DBEA4,DA4R65C,0.19,0.0,28.0
DBEA4,DA4RQ3A,0.34,0.0,21.35
DBEA4,DA4RQ3B,0.21,0.0,14.0
DBEA4,DA4RQ3C,0.18,0.0,21.9
DBEA4,DA4RQ5A,0.16,0.0,21.49
DBEA4,DA4RQ5B,0.25,0.0,21.01
DBEA4,DA4RQ5C,0.17,0.0,21.73
DBEA4,DA4RQ6A,0.11,0.0,13.98
DBEA4,DA4RQ6B,0.11,0.0,21.79
DBEA4,DA4ZG2C,0.25,0.0,29.01
DBEA5,DA5E26C,0.28,0.0,21.2
DBEA5,DA5E56A,0.24,5.26,29.25
DBEA5,DA5E56B,0.23,4.82,43.93
DBEA5,DA5E56C,0.1,9.73,36.12
DBEA5,DA5E58A,0.13,0.0,29.4
DBEA5,DA5E58B,0.19,0.0,29.17
DBEA5,DA5E58C,0.21,0.0,21.6
DBEA5,DA5E60A,0.39,0.0,43.06
DBEA2,DA2SH1C,0.1,0.0,21.87
DBEA2,DA2SK4A,0.17,0.0,21.66
DBEA2,DA2YL8C,0.1,0.0,21.79
DBEA2,DA2YM3A,0.2,0.0,21.76
DBEA2,DA2YM3B,0.39,0.0,21.2
DBEA2,DA2YM3C,0.27,0.0,21.08
DBEA2,DA2YM4A,0.19,0.0,21.04
DBEA2,DA2YM4B,0.14,0.0,20.06
DBEA2,DA2YM4C,0.16,0.0,13.31
DBEA3,CMCND26B,0.28,0.0,29.21
DBEA3,CMCND26C,0.29,0.0,29.0
DBEA3,CMCND33A,0.24,0.0,29.03
DBEA3,CMCND33B,0.19,0.0,37.0
DBE44,D44KD3C,0.61,0.0,35.85
DBE44,D44KD5A,0.82,0.0,20.02
DBE44,D44KD5B,0.28,0.0,34.67
DBE44,D44KD5C,0.82,0.0,27.48
DBE44,D44KD8A,0.38,0.0,20.15
DBE44,D44KD8B,0.64,0.0,13.04
DBE44,D44KD8C,0.79,0.0,28.37
DBE44,D44QS8L,0.04,0.0,14.0
DBE44,D44R76A,0.22,0.0,13.9
DBE44,D44R76B,0.32,0.0,13.95
DBE50,D50AT1B,0.19,0.0,13.48
DBE50,D50AT1C,0.18,0.0,13.41
DBE50,D50AT2A,0.56,0.0,19.01
DBE50,D50AT2B,0.28,0.0,12.39
DBE50,D50AT2C,0.2,0.0,20.29
DBE50,D50AT3A,0.33,0.0,19.95
DBE50,D50AT3B,0.33,0.0,20.08
DBE50,D50AT3C,0.3,0.0,28.49
DBE50,D50CEZA,0.57,0.0,12.06
DBE50,D50CEZB,0.72,0.0,12.4
DBE50,D50DKQC,0.27,0.0,12.32
DBE50,D50DKRA,0.13,0.0,13.16
DBE50,D50DKRB,0.22,0.0,13.13
DBE50,D50DKRC,0.15,0.0,13.13
DBE50,D50DKVA,0.39,0.0,12.01
DBE50,D50DKVB,0.4,0.0,12.02
DBE50,D50TT7L,0.63,0.0,12.36
DBE50,D50VV4A,1.09,0.0,27.89
DBE50,D50VV4B,0.49,0.0,28.07
DBE50,D50VV4L,0.37,0.0,12.98
DBE50,D50W93A,0.34,0.0,27.52
DBE50,D50M77C,0.2,0.0,20.16
DBE50,D50M85A,0.26,0.0,20.17
DBE50,D50M85B,0.2,0.0,13.58
DBE50,D50T94B,0.42,0.0,20.0
DBE50,D50T94C,0.32,0.0,20.08
DBE50,D50TA3A,0.37,0.0,13.36
DBE50,D50TA3B,0.27,0.0,21.16
DBE50,D50TA3C,0.34,0.0,13.35
DBE50,D50TA4A,0.93,0.0,28.28
DBE50,D50TA4B,1.04,0.0,12.24
DBE43,GPSDRGMC,1.14,0.26,13.0
DBE43,GPSDRHHA,0.63,0.0,13.04
DBE43,GPSDRHHB,0.58,0.0,13.23
DBE43,GPSDRHHC,0.56,0.0,21.12
DBE43,GPSDRHJA,1.0,0.0,21.0
DBE43,GPSDRHJB,0.5,0.0,21.05
DBE43,GPSDRHJC,0.67,0.0,13.0
DBE43,GPSDRHKA,1.16,0.48,13.0
DBE44,D44A91A,0.4,0.0,28.0
DBE44,D44A91B,0.24,0.0,20.4
DBE44,D44LW1A,0.43,0.0,21.09
DBE44,D44LW1B,0.34,0.0,29.18
DBE44,D44LW1C,0.32,0.0,29.13
DBE44,D44LX3A,0.18,0.0,14.0
DBE44,D44LX3B,0.68,0.0,13.08
DBE44,D44LX4A,0.29,0.0,13.3
DBE44,D44LX6A,0.3,0.0,21.26
DBE44,D44WE6C,0.88,0.0,36.65
DBE44,D44WE7A,0.57,0.0,21.0
DBE44,D44WE7B,0.58,0.0,21.01
DBE78,D78EA2B,0.44,0.0,13.35
DBE78,D78EA2C,0.57,0.0,21.0
DBE78,D78F00A,2.37,3.4,11.76
DBE78,D78F00B,0.94,0.0,13.0
DBE78,D78F00C,0.35,0.0,13.24
DBE78,D78K32C,0.31,0.0,21.09
DBE78,D78K38A,0.49,0.0,21.18
DBE78,D78K38B,0.32,0.0,21.43
DBE78,D78K38C,0.31,0.0,21.66
DBE78,D78K46A,0.27,0.0,21.26
DBE78,D78SL6C,0.27,0.0,21.42
DBE78,D78SS1A,0.24,0.0,20.54
DBE78,D78SS1B,0.32,0.0,20.01
DBE86,D86024B,1.18,0.0,11.75
DBE86,D86024C,0.28,0.0,13.24
DBE86,D86024D,0.17,0.0,13.64
DBE86,D86024E,0.33,0.0,20.02
DBE86,D86033A,0.55,0.0,12.08
DBE86,D86033B,0.29,0.0,13.85
DBE86,D86033C,0.93,0.0,13.25
DBE76,D76KO4A,0.03,0.0,14.0
DBE76,D76KO6A,0.67,0.0,29.0
DBE76,D76KO6B,0.57,0.0,13.16
DBE76,D76KO8A,0.29,0.0,21.34
DBE76,D76KO8B,0.78,0.0,28.4
DBE86,D86H39C,0.98,0.0,13.11
DBE86,D86H39D,0.2,0.0,14.0
DBE86,D86H39E,0.45,0.0,12.9
DBE86,D86H39F,0.54,0.0,13.9
DBE86,D86H40A,0.23,0.0,20.21
DBE76,D76Z36C,0.27,0.0,20.69
DBE76,D76Z37A,0.27,0.0,21.36
DBE76,D76Z37B,0.4,0.0,13.31
DBE76,D76Z37C,0.25,0.0,13.74
DBE76,D76Z37G,0.38,0.0,12.2
DBE76,D76Z65A,0.4,0.0,13.11
DBE76,D76Z65B,0.3,0.0,12.73
DBE78,D78079A,0.23,0.0,13.8
DBE78,D78079C,0.16,0.0,14.0
DBE78,D78105A,0.48,0.0,13.38
DBE78,D78BL8A,0.23,0.0,13.9
DBE78,D78BL8B,0.37,0.0,21.17
DBE78,D78BL8C,0.29,0.0,13.7
DBE78,D78BMFA,0.05,0.0,14.0
DBE78,D78BMFB,0.39,0.0,21.0
DBE78,D78BMFC,0.56,0.0,13.02
DBE78,D78BTLL,0.08,0.0,13.9
DBE78,D78BZYK,0.12,0.0,14.0
DBE78,D78BZYL,0.38,0.0,13.9
DBE78,D78DFNB,0.51,0.0,13.47
DBE78,D78I46F,0.21,0.0,13.25
DBE78,D78I48A,0.5,0.0,13.16
DBE78,D78I48B,0.27,0.0,29.09
DBE78,D78N24B,0.43,0.0,13.19
DBE78,D78N24C,0.52,0.0,13.08
DBE78,D78N32A,0.52,0.0,21.06
DBE78,D78N32B,0.67,0.0,13.14
DBE78,D78N32C,0.5,0.0,13.09
DBE78,D78N88L,0.04,0.0,14.0
DBE78,D78N88M,0.14,0.0,13.95
DBE86,D86A72C,0.31,0.0,21.35
DBE86,D86A74A,0.3,0.0,20.01
DBE86,D86A74B,0.49,0.0,19.79
DBE86,D86A74C,0.47,0.0,27.75
DBE86,D86A75A,0.59,0.0,29.01
DBE86,D86A75B,0.35,0.0,21.36
DBE86,D86A75C,0.77,0.0,21.0
DBE86,D86AA7A,0.26,0.0,12.85
DBE86,D86CVIE,0.24,0.0,13.21
DBE86,D86CVJA,0.62,0.0,13.3
DBE76,D76KM5A,0.25,0.0,20.68
DBE76,D76KM5B,0.26,0.0,28.69
DBE76,D76KM5C,0.53,0.0,20.17
DBE76,D76KM7A,0.31,0.0,28.1
DBE76,D76KM7B,0.57,0.0,12.44
DBE76,D76KM7C,0.41,0.0,21.03
DBE76,D76KM8A,0.37,0.0,21.02
DBE76,D76KM8B,0.36,0.0,28.97
DBE86,D86G38C,0.69,0.0,20.01
DBE86,D86G39A,0.31,0.0,28.0
DBE76,D76LH1A,0.34,0.0,28.12
DBE76,D76LH1B,0.39,0.0,20.14
DBE76,D76LH1C,0.39,0.0,20.24
DBE76,D76LH2A,0.35,0.0,13.35
DBE76,D76LH2B,0.5,0.0,13.19
DBE76,D76LH2C,0.34,0.0,13.57
DBE76,D76LH4A,0.57,0.0,20.84
DBE76,D76P34A,0.37,0.0,20.95
DBE76,D76P34B,0.67,0.0,26.94
DBE76,D76P34C,0.43,0.0,21.0
DBE44,D44487B,0.21,0.0,12.68
DBE44,D44487C,0.16,0.0,13.84
DBE44,D44488A,0.35,0.0,21.04
DBE44,D44488B,0.31,0.0,36.01
DBE44,D44488C,0.34,0.0,27.95
DBE44,D44489A,0.16,0.0,13.64
DBE44,D44DHAC,0.43,0.0,28.04
DBE44,D44DKDA,0.25,0.0,21.01
DBE44,D44DKDB,0.37,0.0,21.0
DBE44,D44DKDC,0.78,0.0,12.67
DBE44,D44S02L,0.15,0.0,13.78
DBE44,D44S03L,0.34,0.0,21.11
DBE44,D44S04L,0.3,0.0,13.59
DBE44,D44S06L,0.44,0.0,13.03
DBE44,D44SL5A,0.52,0.0,28.79
DBE44,D44SL5B,0.22,0.0,21.58
DBE50,D50292C,0.38,0.0,20.12
DBE50,D50340A,0.4,0.0,28.74
DBE50,D50340B,0.83,0.0,28.29
DBE50,D50340C,0.27,0.0,29.0
DBE50,D50CEZC,0.41,0.0,12.0
DBE50,D50CJDA,0.32,0.0,13.1
DBE50,D50CJDB,0.2,0.0,13.43
DBE50,D50CJDC,0.26,0.0,13.65
DBE50,D50CJQA,0.29,0.0,13.14
DBE50,D50CJQB,0.38,0.0,13.18
DBE50,D50CJQC,0.18,0.0,13.53
DBE50,D50CSRB,0.71,0.0,28.0
DBE50,D50CSRC,0.68,0.0,20.02
DBE50,D50CSSA,0.36,0.0,13.1
DBE50,D50CSSB,0.31,0.0,13.93
DBE50,D50W93B,0.11,0.0,20.3
DBE50,D50W93C,0.25,0.0,20.05
DBE50,D50X21A,0.56,0.0,20.04
DBE50,D50GZ5C,0.18,0.0,20.28
DBE50,D50H18A,0.3,0.0,21.04
DBE50,D50H18B,0.18,0.0,20.07
DBE50,D50H18C,0.29,0.0,20.9
DBE50,D50H19A,0.19,0.0,21.16
DBE50,D50H19B,0.36,0.0,21.03
DBE50,D50H19C,0.52,0.0,18.46
DBE50,D50TA4C,1.15,0.0,43.7
DBE50,D50X21C,0.52,0.0,26.54
DBE50,D50X36A,0.22,0.0,13.48
DBE50,D50X36B,0.22,0.0,21.0
DBE50,D50X36C,0.19,0.0,20.06
DBE50,D50X80A,0.32,0.0,28.09
DBE50,D50X80B,1.26,0.0,19.16
DBE50,D50X80C,1.32,0.0,35.68
DBE50,D50X98A,0.25,0.0,20.06
DBE50,D50Z52B,0.97,0.0,27.69
DBE44,D44A91C,0.29,0.0,13.89
DBE44,D44A95A,0.59,0.0,27.9
DBE44,D44A95B,0.51,0.0,28.65
DBE44,D44A95C,0.29,0.0,21.16
DBE44,D44AZMA,0.71,0.0,21.02
DBE44,D44AZMB,0.48,0.0,21.17
DBE44,D44H61C,0.32,0.0,28.0
DBE44,D44HG6A,0.37,0.0,21.4
DBE44,D44HG6B,0.52,0.0,28.81
DBE44,D44HG6C,0.3,0.0,13.9
DBE44,D44WE7C,0.44,0.0,21.07
DBE44,D44WF1A,0.46,0.0,29.0
DBE44,D44WF1B,0.75,0.0,21.0
DBE44,D44WF1C,0.76,0.0,19.84
DBE44,D44WI4A,0.17,0.0,21.85
DBE50,D50776C,0.33,0.0,21.0
DBE50,D50777A,0.69,0.0,20.85
DBE50,D50777B,0.48,0.0,35.95
DBE50,D50777C,0.77,0.0,35.07
DBE50,D50856A,0.4,0.0,20.06
DBE86,D86033D,0.37,0.0,13.08
DBE86,D86033E,0.13,0.0,13.67
DBE86,D86642B,0.92,0.0,27.64
DBE86,D86642C,1.11,0.0,19.9
DBE86,D86674A,0.62,0.0,19.83
DBE86,D86674B,0.39,0.0,35.9
DBE86,D86674C,0.26,0.0,20.14
DBE86,D86675A,0.62,0.0,26.57
DBE86,D86675B,0.44,0.0,28.8
DBE86,D86675C,0.38,0.0,27.34
DBE86,D86BMDD,0.19,0.0,13.29
DBE86,D86BMDE,0.16,0.0,13.95
DBE86,D86BMDF,0.68,0.0,21.03
DBE86,D86BMEA,0.2,0.0,14.0
DBE86,D86BMEB,0.92,0.0,13.01
DBE86,D86BMEC,0.48,0.0,13.58
DBE86,D86BMED,0.11,0.0,14.0
DBE86,D86BMEE,0.73,0.0,13.02
DBE86,D86BMEF,0.48,0.0,13.33
DBE86,D86DHEC,0.51,0.0,19.95
DBE86,D86DHKA,0.64,0.0,19.85
DBE76,D76MP3L,0.02,0.0,13.0
DBE76,D76MQ3A,0.27,0.0,28.29
DBE76,D76MQ3B,0.38,0.0,20.11
DBE76,D76MQ3C,0.44,0.0,20.07
DBE76,D76MX9C,0.59,0.0,21.0
DBE76,D76MY4A,0.48,0.0,20.26
DBE76,D76MY4B,0.57,0.0,12.19
DBE76,D76T03C,0.5,0.0,21.05
DBE76,D76T04A,0.23,0.0,21.77
DBE76,D76T04B,0.42,0.0,20.36
DBE78,D78105B,0.41,0.0,29.03
DBE78,D78105C,0.26,0.0,21.34
DBE78,D78107A,0.47,0.0,29.0
DBE78,D78107B,0.15,0.0,13.75
DBE78,D78107C,1.11,0.0,27.96
DBE78,D78667B,0.33,0.0,21.16
DBE78,D78667C,0.22,0.0,21.27
DBE78,D78757A,0.32,0.0,21.02
DBE78,D78757B,0.13,0.0,14.0
DBE78,D78757C,0.3,0.0,21.22
DBE78,D78DFNC,0.48,0.0,21.27
DBE78,D78DGCL,0.4,0.0,21.06
DBE78,D78DGCM,0.38,0.0,13.69
DBE78,D78DGCN,0.12,0.0,14.0
DBE78,D78DGCO,0.07,0.0,9.08
DBE78,D78DGCU,0.38,0.0,14.0
DBE78,D78DHHA,0.58,0.0,21.0
DBE78,D78DHHB,0.87,0.0,19.84
DBE78,D78HY5A,0.93,0.0,21.0
DBE78,D78HY5B,0.43,0.0,28.02
DBE78,D78NA8A,0.11,0.0,13.0
DBE78,D78NA8B,0.28,0.0,12.95
DBE78,D78Z19A,0.6,0.0,13.18
DBE78,D78Z19B,0.25,0.0,13.8
DBE78,D78Z19C,0.76,0.0,20.9
DBE78,D78Z80A,0.16,0.0,21.67
DBE78,D78Z80B,0.41,0.0,21.04
DBE78,D78Z80C,0.28,0.0,13.69
DBE78,D78Z88A,0.71,0.0,13.2
DBE78,D78Z88B,0.23,0.0,13.95
DBE86,D86CVJB,0.58,0.0,13.21
DBE86,D86CVJC,0.5,0.0,21.09
DBE86,D86CVKA,0.45,0.0,21.02
DBE86,D86CVKB,0.37,0.0,21.25
DBE86,D86CVKC,0.69,0.0,28.74
DBE86,D86CVKD,0.15,0.0,13.75
DBE86,D86FJ4B,0.63,0.0,21.01
DBE86,D86FJ4C,0.78,0.0,35.88
DBE86,D86FJ5A,0.35,0.0,20.36
DBE86,D86FJ5B,0.4,0.0,28.0
DBE86,D86G39B,0.32,0.0,27.95
DBE86,D86G39C,0.32,0.0,28.0
DBE86,D86G64A,0.33,0.0,20.02
DBE86,D86G64B,0.12,0.0,12.95
DBE86,D86G64C,0.36,0.0,28.01
DBE86,D86G65A,0.36,0.0,19.62
DBE86,D86G65B,0.23,0.0,20.0
DBE76,D76LG8A,0.31,0.0,20.34
DBE76,D76LG8B,0.27,0.0,20.46
DBE76,D76LG8C,0.28,0.0,12.75
DBE76,D76Q48A,0.5,0.0,13.11
DBE76,D76Q48B,0.21,0.0,13.72
DBE76,D76Q48C,0.38,0.0,13.36
DBE76,D76Q61B,0.45,0.21,12.0
DBE76,D76Q61C,0.58,0.0,20.9
DBE76,D76XZ8B,0.24,0.0,13.04
DBE76,D76XZ8C,0.34,0.0,13.56
DBE76,D76XZ9A,0.64,0.0,21.01
DBE76,D76XZ9B,0.93,0.0,19.07
DBE76,D76XZ9C,0.17,0.0,14.0
DBE44,D44DKPA,0.71,0.0,28.35
DBE44,D44DKPB,0.64,0.0,36.14
DBE44,D44DKPC,0.54,0.0,28.95
DBE44,D44DKSA,0.49,0.11,34.89
DBE44,D44KC4B,0.61,0.0,21.43
DBE44,D44KC4C,0.21,0.0,13.95
DBE44,D44KC8A,0.51,0.0,20.06
DBE44,D44KC8B,0.35,0.0,20.13
DBE44,D44KC8C,0.66,0.0,27.11
DBE44,D44KD2A,0.99,0.0,27.28
DBE44,D44KD2B,0.36,0.0,28.14
DBE50,D50411A,0.38,0.0,20.07
DBE50,D50411B,0.38,0.0,28.0
DBE50,D50411C,0.77,0.0,27.93
DBE50,D50417A,0.31,0.0,12.53
DBE50,D50AS7A,0.13,0.0,13.69
DBE50,D50AS7B,0.26,0.0,12.03
DBE50,D50AS7C,0.17,0.0,12.48
DBE50,D50AS8A,0.25,0.0,13.31
DBE50,D50AS8B,0.15,0.0,13.81
DBE50,D50AS8C,0.33,0.0,13.19
DBE50,D50CSSC,0.18,0.0,13.9
DBE50,D50CSTA,0.5,0.0,20.09
DBE50,D50CSTB,0.56,0.0,12.18
DBE50,D50CSTC,0.93,0.0,26.29
DBE50,D50DJRC,0.65,0.0,20.0
DBE50,D50DJWA,0.46,0.0,12.04
DBE50,D50DJWB,0.36,0.0,20.0
DBE50,D50DJWC,0.4,0.0,12.0
DBE50,D50DKIA,0.16,0.0,13.18
DBE50,D50DKIB,0.11,0.0,13.76
DBE50,D50DKIC,0.16,0.0,13.07
DBE50,D50H66A,0.18,0.0,20.45
DBE50,D50H66B,0.44,0.0,34.07
DBE50,D50JG7B,0.2,0.0,20.04
DBE50,D50JG7C,0.16,0.0,14.0
DBE50,D50JG7G,0.23,0.0,13.66
DBE50,D50JH1A,0.19,0.0,20.32
DBE50,D50JH1B,0.28,0.0,28.04
DBE50,D50JH1C,0.36,0.0,12.69
DBE50,D50JH2A,0.35,0.0,19.95
DBE50,D50JH2B,0.46,0.0,28.57
DBE50,D50Z52C,0.47,0.0,20.18
DBE50,D50Z54A,0.17,0.0,20.33
DBE50,D50Z54B,0.34,0.0,13.17
DBE50,D50Z54C,0.42,0.0,13.34
DBE50,D50ZG8A,1.09,0.0,20.0
DBE50,D50ZG8B,0.8,0.0,35.15
DBE50,D50ZG8C,0.8,0.0,20.01
DBE43,GPKLKH3C,0.93,0.0,13.0
DBE43,GPSDR3IA,0.0,0.0,0.0
DBE43,GPSDR3IB,0.0,0.0,0.0
DBE43,GPSDR3IC,0.0,0.0,0.0
DBE44,D44HG9A,0.31,0.0,21.2
DBE44,D44HG9B,0.18,0.0,13.96
DBE44,D44HG9C,0.35,0.0,21.38
DBE44,D44HS2A,0.37,0.0,13.64
DBE44,D44L58C,0.31,0.0,27.95
DBE44,D44L67A,0.49,0.0,28.95
DBE44,D44L67B,0.64,0.0,20.95
DBE44,D44L67C,0.4,0.0,29.01
DBE44,D44LM4A,0.39,0.0,12.01
DBE44,D44LM4B,0.25,0.0,20.07
DBE50,D50856B,0.2,0.0,28.6
DBE50,D50856C,0.26,0.0,20.35
DBE50,D50AADA,0.26,0.0,21.0
DBE50,D50AADB,0.24,0.0,13.61
DBE50,D50BL0A,0.31,0.0,20.0
DBE50,D50BL0B,0.22,0.0,20.19
DBE50,D50BL0C,0.45,0.0,20.01
DBE50,D50BL3A,0.31,0.0,21.01
DBE50,D50BL3B,0.28,0.0,20.04
DBE50,D50BL3C,0.21,0.0,20.16
DBE78,D78K46B,0.26,0.0,13.72
DBE78,D78K46C,0.45,0.0,28.85
DBE78,D78KZ3A,0.42,0.0,21.0
DBE78,D78S23C,0.6,0.0,20.01
DBE78,D78S80A,0.79,9.66,20.95
DBE78,D78S80B,0.52,9.59,28.85
DBE78,D78S80C,0.29,17.91,21.08
DBE78,D78S81L,0.28,0.0,13.0
DBE78,D78SA7A,0.19,0.0,21.71
DBE78,D78SA7B,0.39,0.0,13.49
DBE86,D86DHKB,0.54,0.0,20.09
DBE86,D86DHKC,0.68,0.0,19.74
DBE86,D86DJBA,0.59,0.0,13.14
DBE86,D86DJBB,0.34,0.0,13.49
DBE86,D86DJBC,0.38,0.0,13.33
DBE86,D86DJSA,0.47,0.0,20.74
